policy,game_id,game_ts,entry_ts,side,edge,kelly_f,cap_pct_used,wager_kelly,wager_post_portfolio,rolling_cap,cumulative_cap,allowed_dollars,wager,n_contracts,fill_pct,entry_px_actual,binding,visible_pool,recent_pool,cumulative_pool,fee,pnl,won,bankroll,bankroll_before
static_12,5e1d090c-1c51-494b-8c1f-1f1ba520ee2a,2025-06-10 02:00:00+00:00,2025-06-09 12:30:00+00:00,NO,0.24757077574729924,0.3640746702166165,0.12,1227.7360881692284,809.3302975054554,463.098,923.1360000000001,463.098,463.098,1653.9214285714288,1.0,0.27999999999999997,rolling_liq,3087.32,3087.32,3077.1200000000003,23.35,1167.473428571429,1,7911.892574450225,6744.4191458787955
static_12,4a60d4ef-8d10-4f25-bab6-346332242fd5,2025-06-10 23:30:00+00:00,2025-06-10 12:15:00+00:00,NO,0.12558921575546267,0.19321417808532718,0.12,764.3449104359017,764.3449104359017,265.755,520.248,265.755,265.755,805.3181818181818,1.0,0.33,rolling_liq,1771.7,1771.7,1734.16,12.47,-278.225,0,7633.6675744502245,7911.892574450225
static_12,84da0d09-cdf5-46a5-89eb-d489373ed8ed,2025-06-12 02:00:00+00:00,2025-06-11 13:30:00+00:00,NO,0.11724735021591182,0.1429845734340388,0.12,545.7483509350095,545.7483509350095,1.8585,3.0029999999999997,1.8585,1.8585,10.93235294117647,1.0,0.17,rolling_liq,10.01,12.39,10.01,0.11,8.963852941176471,1,7642.631427391401,7633.6675744502245
static_12,c95f06b7-8138-460b-bc1d-e9c9478156eb,2025-06-13 23:30:00+00:00,2025-06-13 06:00:00+00:00,NO,0.07324323654174802,0.08616851357852709,0.12,329.2770949634269,329.2770949634269,250.69500000000002,499.24799999999993,250.69500000000002,250.69500000000002,2089.125,1.0,0.12000000000000001,rolling_liq,1671.3000000000002,1671.3000000000002,1664.1599999999999,15.45,-266.14500000000004,0,7376.486427391401,7642.631427391401
static_12,ee13e918-b149-4c1e-8ae9-03cf0618c5d9,2025-06-15 00:30:00+00:00,2025-06-14 06:30:00+00:00,YES,0.22761168122291559,0.30758335300393996,0.12,1134.4422143625507,885.1783712869681,1896.9705000000001,3793.9410000000003,885.1783712869681,885.1783712869681,4427.141856434841,1.0,0.19994353015825847,portfolio,12646.470000000001,12646.470000000001,12646.470000000001,49.58,3492.383485147873,1,10868.869912539274,7376.486427391401
static_12,7162ed3d-7135-4801-b3a8-ba85cbcaa7ea,2025-06-15 22:00:00+00:00,2025-06-15 05:30:00+00:00,YES,0.2125312566757202,0.38642046668312763,0.12,2099.9768919608155,1304.2643895047129,1017.9945,2035.989,1017.9945,1017.9945,2850.7347222222224,1.0,0.3570989934855975,rolling_liq,6786.63,6786.63,6786.63,45.82,-1063.8145,0,9805.055412539274,10868.869912539274
static_12,acf4a696-dabb-4821-9d7a-7417121d43a8,2025-06-17 23:00:00+00:00,2025-06-17 05:45:00+00:00,NO,0.10341833353042607,0.1124112320982892,0.12,551.0991798577695,551.0991798577695,105.48900000000002,209.907,105.48900000000002,105.48900000000002,1507.4142857142858,1.0,0.06998009837090952,rolling_liq,703.2600000000001,703.2600000000001,699.69,6.87,-112.35900000000002,0,9692.696412539273,9805.055412539274
static_12,f992552a-94d9-40c8-aa4b-fa5c7bf321fd,2025-06-18 00:00:00+00:00,2025-06-17 06:15:00+00:00,NO,0.2464600276947021,0.4323860134994774,0.12,2095.4931809392715,1163.1235695047128,1320.4574999999998,2640.9149999999995,1163.1235695047128,1163.1235695047128,2871.569681718811,1.0,0.40504800454938356,portfolio,8803.05,8803.05,8803.05,48.45,-1211.5735695047129,0,8481.12284303456,9692.696412539273
static_12,326d833a-4a17-4fec-882e-c3699065a0ed,2025-06-18 00:00:00+00:00,2025-06-17 07:00:00+00:00,NO,0.11250839233398435,0.13236281451056983,0.12,561.29264485697,561.29264485697,37.047000000000004,74.09400000000001,37.047000000000004,37.047000000000004,308.9750000000001,1.0,0.11990290476575773,rolling_liq,246.98000000000002,246.98000000000002,246.98000000000002,2.29,-39.337,0,8441.78584303456,8481.12284303456
static_12,4f5eef0b-7151-49c4-bc34-46d08d1e5ca1,2025-06-18 02:00:00+00:00,2025-06-17 12:30:00+00:00,YES,0.15919422030448907,0.20674574065518062,0.12,872.6516332852992,872.6516332852992,126.67649999999999,217.614,126.67649999999999,126.67649999999999,550.9847826086956,1.0,0.22990925339214766,rolling_liq,836.23,844.51,725.38,6.83,-133.5065,0,8308.279343034561,8441.78584303456
static_12,42f7582e-79b3-4a78-88ba-0245ebd00b6b,2025-06-18 23:00:00+00:00,2025-06-18 06:15:00+00:00,YES,0.2191847121715545,0.2548659443855285,0.12,1058.7487304906408,996.9935211641473,927.7379999999999,1849.68,927.7379999999999,927.7379999999999,9277.38,1.0,0.1,rolling_liq,6184.08,6184.92,6165.6,58.45,-986.188,0,7322.091343034561,8308.279343034561
static_12,57909126-867a-49a0-bc68-8c65ff35b9dd,2025-06-20 02:00:00+00:00,2025-06-19 13:45:00+00:00,YES,0.23086082577705377,0.2748343164012545,0.12,1006.1809844452235,878.6509611641472,47.268,94.48799999999999,47.268,47.268,303.925,1.0,0.1555252118121247,rolling_liq,314.96,315.12,314.96,2.8,253.85700000000003,1,7575.948343034561,7322.091343034561
static_12,5cc2b6cf-49a3-4f54-a14e-88d92bf3ac7a,2025-06-20 23:30:00+00:00,2025-06-20 06:00:00+00:00,YES,0.19484763860702514,0.31427038485004055,0.12,1190.4481006847493,909.1138011641473,409.9874999999999,819.9749999999998,409.9874999999999,409.9874999999999,1172.9071428571426,1.0,0.3495481313220508,rolling_liq,2733.2499999999995,2733.2499999999995,2733.2499999999995,18.67,-428.6574999999999,0,7147.290843034561,7575.948343034561
static_12,36996288-3356-4ce9-b751-b31f6890cd69,2025-06-22 19:00:00+00:00,2025-06-22 07:15:00+00:00,YES,0.12237302303314207,0.22661670932063344,0.12,809.847765702994,809.847765702994,28.635000000000005,55.89,28.635000000000005,28.635000000000005,62.25000000000001,1.0,0.46,rolling_liq,186.3,190.90000000000003,186.3,1.09,32.525,1,7179.81584303456,7147.290843034561
static_12,4bfeb202-768f-487c-a416-9c9a314242a6,2025-06-25 00:00:00+00:00,2025-06-24 06:15:00+00:00,YES,0.08991959929466248,0.13031825984733694,0.12,467.8305533443022,467.8305533443022,0.6975,1.395,0.6975,0.6975,2.25,1.0,0.31,rolling_liq,4.65,4.65,4.65,0.04,1.5125,1,7181.32834303456,7179.81584303456
static_12,e6fdfe56-f4ef-4bab-8f24-19a99adb7f6f,2025-06-26 02:00:00+00:00,2025-06-25 12:15:00+00:00,NO,0.07732540607452387,0.08226107029204668,0.12,295.3718778083165,295.3718778083165,89.04,178.08,89.04,89.04,1780.8000000000002,1.0,0.049999999999999996,rolling_liq,593.6,593.6,593.6,5.93,-94.97,0,7086.35834303456,7181.32834303456
static_12,1c528f37-bdd0-449a-99b5-7a8d174e4243,2025-06-26 02:00:00+00:00,2025-06-25 15:45:00+00:00,YES,0.0853763997554779,0.10672049969434737,0.12,378.1298516909278,378.1298516909278,160.47750000000002,318.9750000000001,160.47750000000002,160.47750000000002,805.1375000000003,1.0,0.19931688686715,rolling_liq,1069.8500000000001,1069.8500000000001,1063.2500000000002,9.0,-169.47750000000002,0,6916.88084303456,7086.35834303456
static_12,fd8a85e4-5aac-47f6-b278-e1f1fa69b82d,2025-06-27 02:00:00+00:00,2025-06-26 12:15:00+00:00,NO,0.08030236721038819,0.10566100948735288,0.12,365.422306189382,365.422306189382,965.8785,1927.8239999999998,365.422306189382,365.422306189382,1827.1115309469105,1.0,0.19999999999999996,kelly,6439.1900000000005,6439.1900000000005,6426.08,20.47,1441.2192247575285,1,8358.10006779209,6916.88084303456
static_12,4e456309-00d3-4582-8f89-1c9049054791,2025-06-27 23:30:00+00:00,2025-06-27 12:30:00+00:00,NO,0.12750528216362,0.2500103571835686,0.12,1044.8057916623547,1002.9720081350507,842.4509999999999,1684.9019999999998,842.4509999999999,842.4509999999999,1815.1936170212764,1.0,0.46411082107178064,rolling_liq,5616.339999999999,5616.339999999999,5616.339999999999,31.61,941.1326170212765,1,9299.232684813365,8358.10006779209
static_12,f2a059a9-b803-4538-b746-3868679fa790,2025-06-28 02:00:00+00:00,2025-06-27 12:45:00+00:00,NO,0.05228370666503901,0.055620964537275545,0.12,258.6161456929389,258.6161456929389,109.05750000000002,218.11500000000004,109.05750000000002,109.05750000000002,2181.1500000000005,1.0,0.049999999999999996,rolling_liq,727.0500000000002,727.0500000000002,727.0500000000002,7.26,-116.31750000000002,0,9182.915184813366,9299.232684813365
static_12,02291b17-b5ee-4973-b184-51149f2c1817,2025-06-28 02:00:00+00:00,2025-06-27 14:00:00+00:00,NO,0.14177390813827517,0.26749793988353804,0.12,1228.2054470314172,1101.949822177604,897.9495000000001,1781.376,897.9495000000001,897.9495000000001,1952.825,1.0,0.4598207724706515,rolling_liq,5986.330000000001,5986.330000000001,5937.92,33.96,-931.9095000000001,0,8251.005684813366,9182.915184813366
static_12,8a325ea5-03e5-4940-bb7a-2eb4c8b2b077,2025-06-29 20:00:00+00:00,2025-06-29 04:30:00+00:00,NO,0.19611328840255737,0.26148438453674316,0.12,1078.7545716512961,990.120682177604,383.55449999999996,766.7489999999999,383.55449999999996,383.55449999999996,1600.2270833333332,1.0,0.23968754434591966,rolling_liq,2555.83,2557.0299999999997,2555.83,20.42,1196.2525833333332,1,9447.2582681467,8251.005684813366
static_12,475cc53b-e563-4217-a5dc-930581369bab,2025-06-29 22:00:00+00:00,2025-06-29 05:30:00+00:00,NO,0.07646610498428341,0.10769873941448369,0.12,508.7289032012289,508.7289032012289,125.958,223.93800000000002,125.958,125.958,450.75172413793103,1.0,0.27943986291099926,rolling_liq,773.46,839.72,746.46,6.36,318.433724137931,1,9765.69199228463,9447.2582681467
