game_id,game_ts_static,entry_ts_static,side_static,edge_static,entry_px_static,p_side_static,wager_static,n_contracts_static,entry_px_actual_static,won_static,pnl_static,wager_dynamic,n_contracts_dynamic,entry_px_actual_dynamic,won_dynamic,pnl_dynamic,n_pause_events_dynamic,n_resume_events_dynamic,fill_ratio_vs_qmax_dynamic
1dc8a33e-b81b-4a0d-91bf-0109943d729e,2025-07-13 22:00:00+00:00,2025-07-13 06:00:00+00:00,NO,0.2283735346794128,0.18000000000000005,0.40837353467941284,2019.7541110945847,13012.463194341153,0.15521689329142027,0,-2139.1941110945845,2334.986931058514,13609.448633460985,0.1715710161334221,0.0,-2470.396931058514,34.0,4.0,1.1755413096650047
1dffe97b-d132-4697-af9f-8b08902da90d,2025-08-03 22:00:00+00:00,2025-08-03 06:00:00+00:00,YES,0.05085827469825738,0.14,0.1908582746982574,503.2420995102681,3965.246919309753,0.1269131808815249,0,-534.0020995102681,660.7253399246605,4997.857286438062,0.13220172206949007,0.0,-700.8653399246605,48.0,2.0,1.4419016967300242
1f15d85b-41ea-4e16-b597-b0e14ee9ba73,2025-07-16 23:30:00+00:00,2025-07-16 07:00:00+00:00,NO,0.10651913166046145,0.21999999999999997,0.3265191316604614,602.6642840320044,3013.321420160022,0.19999999999999998,0,-636.4142840320044,580.1174781296521,2771.7711583259033,0.2092948677913338,0.0,-612.2274781296521,169.0,2.0,1.2172991049715596
21815dfe-7533-4983-9fc4-01b7e5798634,2025-07-03 23:30:00+00:00,2025-07-03 12:15:00+00:00,YES,0.12719794988632205,0.47,0.597197949886322,855.3999999999999,1820.0,0.4699999999999999,0,-887.1399999999999,846.9399999999999,1802.0,0.47,0.0,-878.3699999999999,0.0,0.0,0.746742580795933
25596e43-21b0-4411-b093-a5ca0b6480d6,2025-08-09 02:00:00+00:00,2025-08-08 07:30:00+00:00,YES,0.13616769552230834,0.51,0.6461676955223083,2118.089134311515,4230.763008453951,0.5006399862339557,1,2038.6338741424365,1805.783233577706,3617.7318305445215,0.4991478965719549,1.0,1748.6285969668156,8.0,0.0,1.021741258457814
272d53ae-a46b-43bc-ac0f-8a846e03a9d1,2025-06-04 00:00:00+00:00,2025-06-03 12:30:00+00:00,NO,0.12299813508987423,0.17000000000000004,0.29299813508987427,213.8446072426039,1651.1123634046455,0.1295154781602202,0,-226.8846072426039,296.55027260973435,2232.6944046902645,0.1328217027761459,0.0,-314.56027260973434,34.0,1.0,1.6723012420886356
2cc91c72-9797-403a-adc1-51f134d84117,2025-08-20 02:00:00+00:00,2025-08-19 07:00:00+00:00,YES,0.09672302126884458,0.28,0.3767230212688446,503.19000000000005,1819.0,0.27663001649257835,0,-528.6700000000001,503.19000000000005,1819.0,0.27663001649257835,0.0,-528.6700000000001,0.0,0.0,0.12548997735625025
2de72b4c-3c39-42c4-8321-18efac227563,2025-08-10 16:30:00+00:00,2025-08-10 02:30:00+00:00,NO,0.28335612535476684,0.38,0.6633561253547668,2831.32,7533.0,0.37585556883047927,1,4577.97,2802.4599999999996,7455.0,0.3759168343393695,1.0,4530.110000000001,0.0,0.0,0.7059288715244403
2eb1473f-e48b-4a13-bb64-bb3604b03c6d,2025-08-10 22:00:00+00:00,2025-08-10 12:00:00+00:00,NO,0.13645145893096922,0.4,0.5364514589309692,3018.610465645243,8423.029071236788,0.35837588118427427,1,5268.838605591545,3807.4066606709966,10315.840215582519,0.369083524085585,1.0,6340.273554911522,119.0,1.0,1.366975808354955
2f5baf0d-dd06-464d-95dd-177924f443c9,2025-09-04 00:00:00+00:00,2025-09-03 06:00:00+00:00,NO,0.20699598312377931,0.48,0.6869959831237793,2493.82,5397.0,0.4620752269779507,0,-2587.73,2493.82,5397.0,0.4620752269779507,0.0,-2587.73,0.0,0.0,0.163818025873645
