engine,trades,hit_rate,total_return,final_bankroll,max_drawdown,mean_log_return,std_log_return,sharpe_per_trade,mean_wager,median_wager,max_wager,mean_wager_pct,median_wager_pct,max_wager_pct,mean_entry_px_actual
Static (existing),112,0.42857142857142855,9.987443613374463,54937.218066872316,36647.75616468571,0.021399581527764007,0.14094258987041963,0.15183190224784746,1563.0536267728578,720.677604519226,14971.053795138716,0.07550532354282093,0.061937961868077915,0.3331090715196486,0.2897569534696754
Dynamic (proposed),111,0.43243243243243246,9.774919351998628,53874.59675999314,39030.13036745103,0.021416406767824275,0.17116089262440276,0.1251244162112467,1665.4240373260022,779.4389678230476,15093.91000000001,0.09340290264886626,0.08122093737784317,0.3318453945945843,0.2972976323130446
