draw,terminal_wealth_ideal,terminal_wealth_constrained
116,313834.0692769023,72078.79326411888
117,30018.464482222877,33392.52207878359
118,251.1890960202052,1223.1195756855861
119,11211.616258958691,31443.383379040457
120,1483286.435386101,573537.0051103501
121,57102.04100863825,38830.98318562316
122,34214.69747891823,70287.9650220542
123,14983.631285511196,12440.592725859578
124,7373.0680286106435,13843.519478429624
125,286898.78031370614,152611.5979157615
126,473222.30061447097,75133.77576689594
127,460797.77074378874,163040.47646326356
128,28927.149788200793,14770.52029953004
129,14962.795907366148,28243.77646731602
130,193366.2828157088,100972.13155617814
131,103701.55551391037,77814.13510814817
132,1704900.4521714032,513347.24059984693
133,72838.34898444558,52887.00831838984
134,14508.757922457635,4922.152448864766
135,33098.20495605483,72777.09661125964
136,820898.1108631938,106280.60217316764
137,9167.172803949497,12865.833207493502
138,144736.49999421957,117219.42935247227
139,1779.4953165594375,4270.259177389926
140,38363.794650600816,39090.83838799632
141,183059.2019429744,108327.67139103448
142,203683.1544385202,36648.12182732793
143,105321.47408351024,22548.101497090927
144,368619.18021608994,34265.43117082274
145,7380.957828478412,10612.074739726268
146,1607.2507404763098,6040.041047736675
147,439302.0941630698,108666.5245839756
148,114083.0630548085,33354.242348301545
149,200754.40993970196,112991.1511826244
150,5276.524321855613,1993.8590541113645
151,91762.90055364504,47009.43221753737
152,201240.58215282403,132913.09592652446
153,12132.049871845149,28002.68886397028
154,220906.83810208904,59853.02762652325
155,27358824.20396862,1769025.1507691615
156,229489.63800055956,53311.4992050497
157,25808.384686530495,39834.43035940886
158,86526.38176584303,88513.67204927944
159,2152.3661082795143,4428.105021233924
160,4164.1428356757315,2986.0992954890507
161,37266.089951729075,74994.38786808445
162,60234.47930317632,41944.90125614877
163,301513.82261702936,137328.97957329886
164,20646.602548379236,16033.563167827062
165,27353.46502613166,18521.15296792626
166,46223.790115877266,70739.47108317027
167,22041.50447376137,80755.20308153742
168,54640.75528862834,36563.16752597673
169,4922.963168509339,4769.2958170604215
170,424984.8744101611,182572.23795167252
171,227407.65527297033,81009.22828319951
172,934608.0968434085,927284.2607984334
173,231751.4003641519,160551.74074731
174,83216.90124973682,26205.449432186724
175,2132.605636224725,4626.925130287934
176,54012.364224245954,183566.90602051982
177,51087.82131982872,74350.9917905471
178,2274346.290629546,223718.12487387314
179,2281.0402907447415,4921.565738293378
180,38025.56999395551,22772.893949026777
181,572650.531876601,258928.11487345607
182,451593.21719160874,80836.43114311626
183,415.87287055423553,1556.3675070097831
184,1458123.6770351394,459350.12560216576
185,127204.8126477973,73274.96643428989
186,96285.38656504985,82821.6622167537
187,2222348.0275268126,1110030.1749592132
188,22257.483645717115,14811.648523061393
189,221331.1739047598,92836.9281530995
190,102847.04516029503,69059.65162849086
191,13455.862173039017,11641.652115982484
192,410390.39200481103,146175.5937198732
193,3767.6619790787695,7986.853815268955
194,30134.41836130744,22412.509089803003
195,46646.3291822861,17330.10572837444
196,48207.87835012315,30524.872413408866
197,3762.717127817794,15234.357077322047
198,39625.72983343888,5552.060022635274
199,21547.525984261873,8216.1295635716
200,715153.986775987,477568.3402241301
201,109541.81856973408,128439.66893194789
202,18101.971220658295,14906.253433980468
203,116841.44940166877,80322.26383179793
204,47966.58030035327,14744.022201996202
205,390244.0978655622,139284.8587516721
206,29253.668003198905,24572.995304422453
207,44887.82182207805,15825.569523612847
208,16751.74920090065,29417.80445711816
209,96377.76421703245,126845.3558775261
