draw,terminal_wealth_ideal,terminal_wealth_constrained
2560,483220.8906030861,190361.2110465242
2561,432199.66748509265,347600.2303114498
2562,75967.81395793502,21462.166500825086
2563,136984.1504845114,146846.23935861248
2564,2951.9390271287675,4255.323761821189
2565,7838.515932923228,9285.335561346656
2566,20901.559076026646,12492.639637904598
2567,17033.064214456,27301.47845395948
2568,11212.6246855866,7610.096502996103
2569,252993.26634548823,61479.78956647874
2570,36844.947442385455,49688.79326002903
2571,848286.8424051116,476942.6535399597
2572,704586.4503766217,236765.6650207088
2573,209513.04475835644,164711.67589298805
2574,3049478.528419765,1158019.4890376104
2575,212916.62420983278,253440.39959815587
2576,33977.286131341716,21794.15592146244
2577,331765.7530545335,11793.167209369947
2578,294795.3652462437,228073.33993841344
2579,92010.46311081122,66097.096099865
2580,91908.76448629185,37409.04229640061
2581,21907.423495405183,37463.47417712876
2582,235236.08233501785,89419.78983763029
2583,82601.4289881556,103296.47901500219
2584,92140.75763043635,35113.746819129534
2585,17144.839515621632,10057.034377928087
2586,2061.5128388722187,11500.100835647721
2587,16749.708043072973,13863.750431446284
2588,20226.27197746056,55499.14738598236
2589,7801.889724673032,7574.6517744110415
2590,22509.212325327797,29774.662497222933
2591,148810.2754597194,224275.63338387889
2592,149484.10497691503,65726.98253491905
2593,55547.77102260915,23245.85283759372
2594,66664.38609347917,39882.44139878383
2595,729376.349148569,75673.51913887118
2596,50113.617274856246,7430.829782187641
2597,21507.311608087955,22067.280453037154
2598,42124.458691755855,53987.41475439798
2599,78204.62891897693,58205.83203091869
2600,27250.907625228792,11877.061056997514
2601,24860.199159717682,30662.5299584369
2602,598427.0309324816,130427.46097596083
2603,28809.6465967108,62301.87220773937
2604,8591.077768861229,22832.660472135554
2605,1725.514591998983,1503.2006663923537
2606,226169.79231653878,288404.3153040306
2607,3054.450089468602,2463.1710347720054
2608,208065.70677517584,155514.96781148054
2609,36416.52544424409,43744.330632218385
2610,115801.74354996068,76311.20408642395
2611,12416.906922567545,5460.277327949402
2612,555.4602366187789,1678.1858848819488
2613,13630.432435520313,14259.018050137121
2614,9097.875837265085,16703.09833103766
2615,3783.053731312183,3572.2664451500277
2616,38131.74476440819,24912.66288614768
2617,61673.33557694191,12974.130343588557
2618,1564.8835119044295,3214.623919828651
2619,19198.06627485682,26943.765910586713
2620,115268.12571807025,47846.95171080526
2621,7092.586103104221,10025.990023992506
2622,1756656.343846832,883653.4836498123
2623,13797.895435755325,8570.188403343136
2624,121877.60733076268,66926.88169766223
2625,1802.6521053291772,6187.843301752199
2626,89208.65406305311,38741.7888163815
2627,371500.04496051284,621674.3440632212
2628,19023.519739375035,8077.717183750555
2629,114339.9235964689,88944.34145808978
2630,9093.05155004402,13555.700512247482
2631,36082.15607247006,46521.53145416598
2632,69408.85429276265,41330.03474562375
2633,555602.0263708166,416577.71175686404
2634,127130.73803306764,24919.60141273549
2635,56664.43517476008,45801.925860479576
2636,4977233.591810929,573201.6479632163
2637,171635.76923970866,205506.30114196034
2638,28816.388006918343,12240.71264998344
2639,7930.151175605449,24488.18773612247
2640,770331.6091409045,276580.38156106335
2641,965374.207519126,485303.24031354435
2642,4412.454639564438,27139.692905597338
2643,143329.7503022311,71075.81117424068
2644,48218.49897482812,30447.384804631878
2645,1235795.1075704307,246715.68071400674
2646,10585.345274273357,9849.214101091186
2647,23551.400572173578,33554.11315489311
2648,7265.306498192826,2783.2901992157904
2649,1103707.5674546638,1799089.467260113
2650,619308.9196745121,427303.31165050995
2651,1131.0042039409393,5653.672487062955
2652,18775.60755692324,40586.743180311845
2653,17204.43484514133,34857.069602351396
2654,55171.78864412766,31983.57817095797
2655,5071.735591362441,9485.413071859723
2656,843798.7286660823,73833.93801820128
2657,1142307.4203649685,578402.8313008479
2658,11749.103604713342,16869.04475179463
2659,11911.696837010002,9127.00874548906
2660,85785.31418750585,27197.662559852324
2661,23308.808774375495,18326.379248856156
2662,184979.2660352572,56245.45316975274
2663,35570.00731132344,177168.23137085774
2664,190500.4770791555,33246.44566358503
2665,939869.9733061842,198557.01703704224
2666,249444.69193677377,109506.87325879613
2667,4697.995838333358,7031.664138091016
2668,1460330.6440646057,439669.67449876585
2669,14530926.509860424,2024390.8897955471
2670,609350.0880055032,150199.3744623326
2671,73159.4420382391,160508.67798953532
2672,83249.6878071191,108744.74798007226
2673,54777.170774239676,27851.223645837978
2674,193619.60836170867,670522.9375659708
2675,12992.184730304352,12766.299132467553
2676,35909.15947444905,18696.435671625783
2677,5586.733420692925,17996.46943600409
2678,465173.65325870196,146016.87402367717
2679,152860.54521153777,110990.7200687536
2680,278732.35322235525,129498.14928183942
2681,1835167.7443354481,600759.2783135708
2682,5662160.902385383,585500.2843991374
2683,317353.3606156807,241167.89445576846
2684,2819.123782749087,7294.365067027302
2685,306616.3863099315,198637.5048564858
2686,6351.46133524659,7573.947442215643
2687,58884.17311151481,41626.71454195002
2688,29185.059628463685,32524.365799681105
2689,35930.620496447074,30326.35700481846
2690,18801.547229932803,19380.520939139442
2691,5765.208881399239,4010.324668989278
2692,102073.34536868788,102393.6062955503
2693,61262.450668975674,107051.39847483013
2694,1248364.842879315,145377.8344252477
2695,89734.85341193677,42634.51413677909
2696,80605.43132551119,166861.1635929041
2697,102351.7978979805,123159.40463072548
2698,142002.05477305973,99944.05723388788
2699,3344.774470998456,3969.5104039445523
2700,807498.000344208,74652.75928424366
2701,10533.239215922456,5530.007097891098
2702,5538.450267971159,8699.897413694225
2703,84532.7586177166,160130.80490402933
2704,13648.581510237369,57862.37496037564
2705,27916.036794458865,13863.123431908885
2706,200238.41607152793,40703.711542080324
2707,109455.05091970999,30162.892139737814
2708,13865.166710395399,23696.46107878114
2709,19897.75180116467,8977.31970924584
2710,21949.704578363482,19499.76962573413
2711,168557.5395244063,70146.72990947428
2712,207.3999460934852,713.5278336089291
2713,85509.58301437856,193854.23318352396
2714,11836.467363648138,8796.506456972213
2715,9746.672752473078,9763.72063958926
2716,40184.62492758643,126350.31671125125
2717,113195.3087305694,108130.85754453855
2718,22648.047117419977,21241.15249234408
2719,1831578.284267865,181016.93652637643
2720,15628852.095909933,2429192.850866143
2721,454919.2395867781,227615.3999804016
2722,1315075.5414869206,650904.5663665518
2723,12370.9867929405,8339.788181823573
2724,350687.77696485445,260174.59667772244
2725,7311.46537347245,23457.40773553432
2726,1402688.2321402268,568117.1093894612
2727,32868.2366183861,18760.651891038007
2728,326879.38646757154,131667.29366831982
2729,58890.430071574105,193909.7625070396
2730,82057.0813922202,143146.23100729333
2731,9235.963193757352,17424.31216510747
2732,993335.5809804754,830423.5915085305
2733,70868.8042227784,35756.62160533783
2734,50742.124184628345,16283.101252437371
2735,281282.0092763687,253025.61333624207
2736,4945862.300467587,1705710.3359933775
2737,561161.6441310133,95051.11936529037
2738,12707.838578511604,22438.028838656846
2739,15143.968536361806,11924.45753715474
2740,4977.174100867912,3822.311941115467
2741,102994.84279336463,52059.26857431907
2742,1337.2696295826693,2078.095906472234
2743,8561.150062271052,5635.330757957748
2744,109252.02754308256,22422.685373728516
2745,38471.096769076285,19492.503574889575
2746,2543333.9857842824,2231734.2625141586
2747,3738.21507613046,6872.353363381715
2748,11734.556975467283,31969.59510191146
2749,2367.1972188008644,1391.0150126125113
2750,64956.81377647843,69002.0497650544
2751,14883.355921583263,56444.99259116855
2752,120345.19081580108,129882.83465778617
2753,127917.88352972649,415187.3794693965
2754,46042720.53625511,5106183.6078005405
2755,4526.379501544282,8747.797935280576
2756,15669.711215631145,3159.158907039277
2757,76995.74485465138,67989.03160781854
2758,13422.532038966592,24512.11962311287
2759,73686.26021400612,141461.79339072594
2760,6363.610886326495,18824.62505750719
2761,27523.397130536832,100148.39549683259
2762,9046.85895422114,10424.044085696469
2763,10277.857506194727,8528.458129674009
2764,54275.5754993041,25270.403796588213
2765,570637.3610282851,367548.8700764893
2766,48428.62478840441,29942.27245564158
2767,413959.19033816905,871528.7020312288
2768,188679.56183089802,213908.33272966702
2769,15453.566958124999,16084.736419251964
2770,348219.79091658077,196423.0444575263
2771,90570.04308769044,186227.7156028219
2772,4247.491124368336,15064.889304518545
2773,1292364.6815772143,688193.4651198902
2774,313906.8464942721,36320.08632909848
2775,5926.901270566757,4234.476364376006
2776,355030.8806264744,55616.543007048
2777,1219143.849693063,665527.5349621044
2778,78638.45911599298,22861.416216069218
2779,8318.838297418304,34009.18743693769
2780,63166.528986538244,69016.30308148093
2781,5452.674405300881,15361.252546077934
2782,2664450.464642106,162839.2844143943
2783,8728.43743436777,19775.659857285238
2784,104717.31659264438,588590.4322650125
2785,15013.002134990724,10180.27774866764
2786,325729.0173240771,120714.06555147583
2787,7105.456737914624,29365.05212300736
2788,4071.807396171617,2608.3796106599225
2789,475811.7569430944,84724.78935867334
2790,161415.25600424648,69955.49538352076
2791,6761.462069636912,4198.305201722944
2792,29968.472795875867,21852.370207878816
2793,105083.02474620791,41830.6185063019
2794,53776.91663284514,21442.176388996646
2795,185027.42702200724,380309.41800057545
2796,19633.97522205928,25594.190409773488
2797,40597.680855528786,20588.635364604175
2798,11789.617793784784,31969.306755254867
2799,6734.408479815652,7796.808574437186
2800,1196363.6001100924,1198075.342917945
2801,27278.214156852864,14671.716075673945
2802,1548.9908387597454,3682.595893904781
2803,11832358.43830778,6353063.780465513
2804,37857.8003438176,38856.52734212518
2805,2257.778586402927,1777.532970518796
2806,121218.36769406608,29855.816355465802
2807,139419.89047084152,75025.03799371749
2808,10612.75764113676,18735.478206549888
2809,1377922.934889918,217063.3411980013
2810,4085007.129080833,1885696.8746268044
2811,26822.10259487685,9044.734104035748
2812,12353.173999507291,9196.128185972146
2813,24612.816822626104,12128.390375841873
2814,1212849.287997675,423890.9893202063
2815,110493.81816183972,73175.64496072535
2816,21905.02950873729,14389.44150896739
2817,178280.92660583032,143860.14540152586
2818,231691.5833476897,85970.71305792614
2819,86046.44518660795,87782.62366514024
2820,910818.0297943124,169782.87221381752
2821,129569.39309735753,49810.01990352454
2822,24558.698863784037,38817.61839848078
2823,152682.97995836617,131168.53354443162
2824,13210.09608091081,13096.610353346441
2825,266948.80146526685,105545.19156431167
2826,13049.732980101555,6538.103415958798
2827,684596.0088778326,484043.08048675995
2828,18545.01674591086,8500.797641901065
2829,47106.450785607565,19416.769181105436
2830,35519.055400627476,14341.61894469205
2831,179339.8338063084,73347.68011755309
2832,242997.15696887992,126856.47385826318
2833,10576.730978295633,7857.153230274075
2834,1441765.2327553942,680843.5249047712
2835,138460.55458908124,45888.68086826954
2836,1051802.0717407598,423657.48148674215
2837,803801.4895234231,268726.3513442065
2838,54417.27752474177,38755.68315439324
2839,35627.65347364485,37835.61372007963
2840,131695.4786791239,120016.48792825596
2841,314045.9789981302,121716.97434452041
2842,882727.5373317056,204245.6060173777
2843,28548.827369421535,22559.3812168187
2844,38743.58850714149,6778.432014982123
2845,80653.43598995461,41038.583188673685
2846,291774.3897537723,112822.3863684002
2847,34954.635714351025,63984.84534979585
2848,292517.89715728967,129365.27175187299
2849,19727.83238136491,8135.473079464119
2850,11557253.311873458,2468311.9788444387
2851,25374.344756952254,35594.7815645472
2852,156420.4763541995,21585.556930832463
2853,45428.714313426724,51196.62365816441
2854,4936.013634909418,10279.566397101695
2855,1094.7387892903314,1749.908142166675
2856,22192.65246859888,13306.078851260381
2857,479.563727664509,1363.8054258343407
2858,874115.3357225821,78962.17463574703
2859,10922.163077785073,42296.5971949438
2860,343776.0123906086,75733.83013158201
2861,1598.6904009849325,3303.051763004465
2862,593627.1490361983,93731.84905572778
2863,498861.99049794447,146795.07804514843
2864,2476.250550790026,7524.9260547892345
2865,1103021.2962180916,240352.9568451604
2866,155111.47219399756,112372.77405094284
2867,10175.668017685955,8390.279063028032
2868,30240.0380400941,27837.514331326773
2869,31855.71785275207,47649.25092067703
2870,1577.5392864358275,3320.748040288486
2871,114466.50580198216,130172.04235259014
2872,33088.97597437149,51771.81086115764
2873,691578.1680116887,182304.86376379486
2874,157736.07002311212,186345.37170655356
2875,4700.264023251182,4047.7084248954898
2876,29164.41412832423,43803.83895316314
2877,28736.057357311907,31599.88091177039
2878,126879.31642902175,38385.86224878391
2879,123518.47405226927,371445.9169252437
2880,24488.08808815833,13726.64452151249
2881,20800.637056630207,150407.036638351
2882,364392.31389802555,234370.34521657546
2883,4514.51332503852,19521.23998778736
2884,223360.020740821,304967.25356255233
2885,284241.49847249914,81702.15033969452
2886,6768.509523491838,8253.723440945838
2887,1225903.286765152,814047.4046325927
2888,18694.74564274478,10828.022700224097
2889,226135.4388734194,199717.4644677601
2890,54030.96405023274,83992.40573910694
2891,1038308.2456241848,209964.0511818657
2892,39272.92933349977,45605.37844114533
2893,2904.1306881758946,10650.173164347645
2894,117179.05591046535,44780.2819053602
2895,49790.65054606135,157227.08780556603
2896,18028.48976362622,19888.32449037192
2897,10888.682145368462,10739.912256574591
2898,1048007.8365010801,231734.7308741529
2899,3232.899864468683,7671.828587226927
2900,40282.375286377086,34431.65940578228
2901,88421.91603827525,39755.11981925028
2902,3723.6761240176274,6086.49736219576
2903,13401.54867956155,11168.802632539186
2904,10434.736305741742,12013.152298787467
2905,193342.57902914303,51530.780432506064
2906,63099.70357973416,55745.93344867051
2907,66941.69055868876,31966.1449321828
2908,109396.28373800013,181313.5724466736
2909,299546.6259656967,227017.24367033486
2910,170.06528038345238,260.13381492731236
2911,72551.7683160622,236601.68293943984
2912,38364.51067530173,60686.03547192765
2913,55571.062810836054,43993.49253348314
2914,342484.5392064773,301929.90974739665
2915,164520.98693880328,44406.05068349233
2916,42204.51716351632,57092.03390422287
2917,599462.9310421407,140973.37697010432
2918,5740.602147178212,5756.277004045801
2919,165395.9010289938,149183.54885034516
2920,55389.85581732256,18558.841989173485
2921,68900.51163035363,31368.152047883803
2922,4922.877534084001,4524.393705741302
2923,15552.584336098193,29914.618032396247
2924,26854.06619386723,15919.04459050873
2925,96066.96499172943,173963.78153893742
2926,80819.95152449391,22360.58294696308
2927,1825097.8912568642,376976.56777116656
2928,97132.21979472815,177973.23959097787
2929,154854.05322204938,31919.06277982924
2930,3649.622336047675,4036.081432728006
2931,11943.297602948562,21328.5213756225
2932,389486.59294700826,93339.19892195084
2933,49503.31878999392,58630.329758707616
2934,59944.97724892412,57422.63759074896
2935,22473.708598735266,28774.4586299418
2936,799363.8612455117,209360.00590007336
2937,129265.59492626767,439773.69305106864
2938,202403.9643240774,192862.37066624875
2939,84282.6336188319,27550.99774373333
2940,1519234.0123790817,1215304.2960479322
2941,1472.0965902659748,4285.294820715269
2942,46884.61895598761,63410.288106913446
2943,1288038.0935302097,276401.2556445882
2944,1249961.0874557118,350062.21503115573
2945,1751143.6744571256,412448.23335984437
2946,2124.772804733917,7047.060155239339
2947,1435004.1339196498,1533491.2128705638
2948,2793.7010517260833,19683.599341718047
2949,26632.818859978437,58048.15282438486
2950,101786.33289306298,58888.48332862391
2951,64803.571946492106,69678.04959153692
2952,48128.73169106328,69910.38033528447
2953,198385.15451622027,281160.07199355395
2954,9809.644084314601,16699.235255765645
2955,65656.45410443029,51064.50962570358
2956,734791.2638192662,277661.1829089356
2957,3562993.8158460143,280730.0037554323
2958,38287.16360891846,21037.19928853647
2959,912.9325847583762,2307.988047536639
2960,73003.78034585065,14897.852809438777
2961,2381.644178757328,6575.510436307785
2962,231970.49258857785,84548.87946459142
2963,5469.873260162941,18620.573263814025
2964,57110.62518339924,31359.093556422147
2965,42823.98184760221,51828.985636829995
2966,227973.97680826994,246201.75131236855
2967,94903.88251882342,57920.84729853637
2968,229251.15704922238,85382.9926864219
2969,180963.12648175264,99045.2646724604
2970,3574763.5483912076,517526.79271451384
2971,31534.839647178524,106462.89323441558
2972,4116.6384578330735,23826.645663261115
2973,28829.44100873961,105788.03456418798
2974,6379.860144840823,10118.803879889472
2975,39709.26085631923,12299.264562704908
2976,31698.791464032667,23701.212070395817
2977,81623.0020722817,60666.27402542685
2978,6205.325417800155,5551.272656208032
2979,271522.1883217927,182361.2825140139
2980,29374.913244867643,20338.71574767217
2981,205402.912426258,98129.7903848964
2982,106483.51603468237,63713.28907427299
2983,75611.78763543448,49753.545814459816
2984,362518.3541452933,853742.1071020451
2985,124888.5906489064,165822.92392412561
2986,60097.71323674348,128874.77577058882
2987,4776.342786893524,4022.9257267953994
2988,2901.4644235007554,10863.220758801603
2989,36841.45656181314,43642.821212990035
2990,19892.43833240518,16703.82529541071
2991,25611.585869806495,33866.1403157564
2992,20536.334226952382,10852.877577400359
2993,29449.561928341718,40586.24293855158
2994,6885.00775779707,14912.323154848313
2995,77647.91619694041,63122.34540085967
2996,25102.57928786918,29568.65258779719
2997,152011.79680654232,21498.3627854843
2998,256450.6336302389,54492.85741578813
2999,56811.74550464276,55783.41072212305
3000,27203.352521607754,27518.464850308494
3001,91039.1006237098,43452.33483206292
3002,6042.97185038442,6608.50215410629
3003,191237.31793659827,123033.35171015208
3004,100037.38368369079,85571.78470142612
3005,1017313.7915966464,564708.1867495571
3006,112669.4695997058,153198.85182224654
3007,395802.43909556547,237581.04723593057
3008,70756.63190001828,87857.04157825881
3009,290326.06434986397,51280.07863863511
3010,97786.77648136333,44224.92632654809
3011,24776.83849527679,7103.637834776328
3012,183058.6866166897,705104.4318614652
3013,46342.53180087746,115338.19443420153
3014,180265.84270726232,30153.96161401421
3015,41025.508050183555,88731.29159307879
3016,369076.3810441059,331018.75398370257
3017,13397.072346633342,30208.61137972634
3018,4129482.577551204,726830.4368633167
3019,13188.419521798498,3842.6656510264856
3020,5317.20450624394,6920.974023702285
3021,11571.619895351409,26447.854620518487
3022,645655.7841588134,368808.0140076201
3023,69280.76512474248,65484.188753944676
3024,17465.88419670356,11571.191519072709
3025,734633.6588337058,511811.2046409018
3026,2943.192962572647,18318.18374942372
3027,180.02767973440504,891.3393375985191
3028,39212.198692459504,31674.666196834496
3029,108800.87909855635,68424.08281108984
3030,29368.662222147606,10086.806433505562
3031,33233.07011600314,9340.20888628568
3032,3750.0622673947455,6013.883194943509
3033,679958.1785024877,383180.0964287155
3034,46543.7646292158,61329.743840715804
3035,163979.91703646403,272396.3296698565
3036,6792.812919118565,6920.180713464354
3037,129613.04260342801,111315.29258885507
3038,2378.3364984603154,2478.326375847215
3039,40948.05169231278,22693.4153017513
3040,4488.088006044981,4972.498906381611
3041,41291.740033937764,16624.710087195188
3042,52845.642135311886,30027.775410935894
3043,20255.862809206756,61875.80198818767
3044,3133.739639671409,3759.6397425079026
3045,883958.1731017187,504162.69254717027
3046,7022.063016702373,21359.201527395988
3047,20423.390489794325,29437.200769303152
3048,45350.41305708731,125743.09539978662
3049,4271.090593418411,5190.714955095572
3050,400229.3493281117,226940.35895922992
3051,390788.74892450805,137081.00259566834
3052,43581.342370584774,25523.997784809377
3053,1859059.45907122,633716.6210265543
3054,22036.114454685,10602.084275749945
3055,50525.36712886029,90586.62215724075
3056,196713.102668149,182493.12442423322
3057,21301.301900229926,11763.89818848858
3058,21917.565454438474,45281.14520210546
3059,126240.50068511478,22788.975468489414
3060,444147.66528131324,204228.35254101912
3061,204709.67240613356,64307.778300200946
3062,42728.726584727614,48593.91721216953
3063,16942.75441587344,4047.7085947943924
3064,65376.60752139723,99574.14486205172
3065,3357147.759140489,426911.8771911
3066,4183503.057428649,477536.3574090419
3067,453343.3391818828,323368.6979663844
3068,231251.69185195077,213255.18820935086
3069,992204.8209754108,107418.7381409575
3070,2947.755443248004,4760.332531004317
3071,28830.31723668068,8130.706621952905
3072,288456.91259197326,80806.05234687623
3073,136496.51044330324,65398.475009806185
3074,276956.1786760263,197440.48798822073
3075,5541.953593318707,26930.78935347483
3076,200918.10168521627,52581.89067148299
3077,61973.78290008186,47977.030185597665
3078,673119.0828819107,661338.0062693647
3079,3669.936550341528,7599.387319736617
3080,223825.26977713028,200603.08404506976
3081,3565.297331865408,4158.535142897578
3082,8398.43526611455,8259.422542814824
3083,1766.5107155235119,3316.2147209891864
3084,19409.326801837422,56359.91980496631
3085,14037840.757674266,1935814.9901151273
3086,9579.589325538607,7196.107423342879
3087,39093.816117406786,15637.768272825555
3088,58910.11857970461,20436.92975319131
3089,115216.12541339245,64803.95586470389
3090,11862.923410144982,10205.232682671156
3091,23832.790396334236,21192.888944678518
3092,783272.7071946971,423707.2940399465
3093,10279.502457067514,7531.409417686496
3094,521149.7244137466,244940.13511329578
3095,8683.493639201444,12187.219845837033
3096,109356.24652173546,135758.40435829878
3097,1375.7406275534133,8631.694164966648
3098,155985.03677748406,173839.80517925642
3099,20198.3266327946,25377.180670411195
3100,4135.5661530023535,4972.723239550969
3101,439807.32163544506,118962.4384660829
3102,280361.75056513364,97615.11525129089
3103,70248.35661114665,38316.01376535909
3104,110345.58235178675,63918.02088239872
3105,416269.33827573416,658620.9912283052
3106,36409.327150178455,17967.120389522977
3107,21141.770094509622,26416.217612085708
3108,154772.73277629606,49150.70037024014
3109,5838.94569263075,5027.298995471705
3110,24514.44319961322,12940.826448274753
3111,443700.9685287368,180123.51170064468
3112,91613.65701664751,31835.035859664957
3113,29105.840410669254,24166.86081273465
3114,13845.604631312866,17824.84219939804
3115,408277.04253911873,192904.66059327166
3116,13904.909277982648,16307.62192407248
3117,16862.378916238184,7258.480502040191
3118,15115.492586777342,15453.355457328465
3119,27763.624375034386,19833.382965085824
3120,519472.3069664861,84697.18839280469
3121,36099.29364444873,20173.671891385704
3122,942.539452816852,1622.9104736153042
3123,140238.63074931828,142553.62546466762
3124,300607.9025487413,46065.80908830199
3125,110127.60820626606,36992.912281686135
3126,4058.8951650574545,18905.47223099853
3127,77480.92482058835,24577.625583867233
3128,4576.556364321953,6288.5767330373965
3129,167580.4428221973,44455.74492084277
3130,3874.5524083445816,8311.727181877166
3131,43475.929293666384,74595.81875439735
3132,1366.6521021911358,8010.042253907785
3133,17062.53263339761,18074.08123653882
3134,80486.03175561977,29764.26309190838
3135,160291.76904542692,115293.30780160787
3136,16192.127926169922,36565.685469369
3137,508721.4374196835,97321.00746466796
3138,128930.20772880831,136533.66191554558
3139,3791.885735813726,4589.849484267535
3140,2215.918751980139,4627.853011433312
3141,33515.153814392965,77535.47330496114
3142,28649.96460376371,23523.900933124118
3143,12405.40235278779,36367.32752003489
3144,67.23884669533314,81.2203103702041
3145,50236.26881549055,65103.68659178846
3146,12589.329857601177,31382.075712882797
3147,888974.6770737132,300139.56009532156
3148,47755.52454480121,35420.813395947356
3149,6116.969059260156,11434.970290880923
3150,307178.06087324827,98638.96675398416
3151,44027.131130435824,79272.28987891487
3152,305203.5118514447,149192.81756013355
3153,2162.63453493559,2030.0433370639337
3154,4336.426978533839,2428.3762886405807
3155,71129.83917486166,65785.66060200633
3156,333978.20242510474,115227.79002214118
3157,278179.38562858885,121691.67573792521
3158,1603184.665599346,117246.030843506
3159,8107.797551131292,12583.956468370592
3160,418854.6326412829,351965.7710155508
3161,739.575493767731,1337.7710274834496
3162,17681.659398717617,30893.954446545653
3163,38029.88300701095,75076.02073215779
3164,56673.81579240317,97540.06541523257
3165,1523673.8431618512,456069.0067768394
3166,8359.08733419214,18488.069927682318
3167,28246.58041729832,27648.67658739436
3168,134441.32184466705,19081.59916200593
3169,72859.3644732078,9183.422729524309
3170,6881.7244447866,6347.232719692763
3171,33478.59666409912,20853.067302404175
3172,11189.573028355993,29790.836893187403
3173,39682.10112862534,43873.13495829133
3174,14424.50704820412,20157.866538099835
3175,57985.65560148122,62057.907278334016
3176,18603.89521838037,26808.193930501846
3177,2189669.4349327576,722518.3772689458
3178,2685.9628994085388,17893.60871998635
3179,8595.748496703793,19329.882401387906
3180,1337263.2920566874,1897710.5613036235
3181,175826.58193828646,69566.11980239114
3182,15810.527958441922,14686.349309424306
3183,1291401.1807891123,322448.8838480126
3184,53018.381722788785,12823.212611019791
3185,186905.5490020365,55033.347957883954
3186,961411.5500384857,414401.4938848695
3187,514130.2417007399,91341.6980482475
3188,108269.22577269668,42008.431498096565
3189,4738.332962943971,9465.309365757677
3190,93683.32759376625,47552.26514127244
3191,35931.90714611283,46439.9968946228
3192,4364.086666969656,4846.067197825557
3193,14183.00621133756,36140.36709216211
3194,16382.793490914719,22386.432067246085
3195,2758.5361012472026,7495.327588720847
3196,53044.939056514006,37794.69800614918
3197,7586.5238835393475,8201.501182658527
3198,11202.303713257885,64994.6077479622
3199,246812.3056093636,147017.1482746281
3200,51772.446247433676,17852.14272088147
3201,1056662.3874017564,147320.02551173937
3202,496335.5070356206,98104.5120725584
3203,133318.55072139765,68112.84907233401
3204,1866.0249551596207,3816.293275598643
3205,2626940.140258878,843417.0152367812
3206,15131.458021642437,19406.976579713013
3207,361132.5753807206,116860.10512362936
3208,18154.110630856743,15148.814239259458
3209,16315.640096279258,10256.790827522784
3210,182244.74669784098,79376.70967617401
3211,126500.98007338966,55952.30444128873
3212,82181.49822746486,61550.99394974912
3213,14968.459191471153,11833.402231865592
3214,167699.36529618295,164970.41741579064
3215,100493.9901071579,59546.87504311686
3216,6063.064208019882,12406.440003868036
3217,18160.094848708017,8854.856716594557
3218,23159.110566516316,35141.83129597485
3219,1001030.3297390731,652487.4651096623
3220,4055.8367396992403,6243.6457626506935
3221,251252.63021638175,93692.78752960576
3222,594135.7730131798,65343.20772963851
3223,16442.53753288523,9941.049254863186
3224,140428.83853308085,80813.85233828837
3225,534.9182597429278,3286.254506456247
3226,21866.953061187585,28971.429173222423
3227,377276.391730196,64859.993608313765
3228,5808.239989482584,6814.790899456249
3229,396142.01272249845,224280.92877543456
3230,1112602.4132299372,224105.15587708328
3231,140208.71473327084,138038.92947380652
3232,41848.900502612596,7202.791855006271
3233,446635.49806260533,196919.16301306587
3234,133947.76265485308,115330.87265580117
3235,557.4745415586547,1313.173357497919
3236,67796.84397366324,52834.76525565121
3237,9684.690151137842,19704.376684648894
3238,97532.67112019491,43452.04536483901
3239,51108.850381060605,21616.06915868824
3240,12582.90718066751,21246.225734856136
3241,2203.0961367825853,2912.0802457762334
3242,13309.848485629176,28555.4922122318
3243,23263.161841135036,68543.73903391913
3244,96859.02823949046,67669.14140015742
3245,35504.26966531406,38296.14799134425
3246,490485.49756010046,199279.22196751917
3247,147980.03384032365,59072.802631384126
3248,400244.7712892973,71556.86471558665
3249,805177.1232231534,74357.74358527394
3250,12632.603450213905,11664.579983604155
3251,37092.23396812046,49408.39278226934
3252,36028.77797709708,54489.683870736364
3253,495394.6396836599,202172.9906492633
3254,383168.8253917083,209719.31542136476
3255,6114.309571358024,14030.882729103758
3256,54632.54862206942,40893.959915325046
3257,38668.15479892588,71962.49050991876
3258,557753.2671514293,97504.68932394694
3259,655.2372966786746,1870.0769614264784
3260,151852.796476956,29143.936843447613
3261,34722.34304621322,17391.891018068178
3262,108062.81835890832,41907.87469568244
3263,110815.78617052254,205776.62686658817
3264,1323085.0764011953,569705.4130039462
3265,12702.523694469812,20168.906203782484
3266,138129.00256744763,95168.35517665502
3267,41961.71569072984,45103.947055253906
3268,9933.469067729786,37925.60981069265
3269,57242.037049512226,34034.360371534625
3270,196725.79727449478,21628.39438945759
3271,6132.2483156713215,7149.493946467657
3272,39736.73041522646,56326.33099502927
3273,15328.953694526967,12668.10744703951
3274,18842.659343705192,44173.844730326055
3275,51386.30075660238,72679.09532835588
3276,298517.09289736423,287310.7864263381
3277,627983.950373402,126247.9777507549
3278,110161.41144917844,76481.11507248007
3279,14842.268223201176,16203.15201840803
3280,766692.3973388652,93578.0912991452
3281,4907212.855317986,255715.46459822133
3282,763710.7221521667,705595.2952763063
3283,11194.345045197659,10817.585754573369
3284,72033.09255099403,166374.11075454694
3285,2652.0502621743544,4863.5070864590725
3286,93203.7384185098,199956.08611010548
3287,67176.2679341472,32303.202629494066
3288,3091.313901452107,2079.1310244117744
3289,32133.156563996592,125557.49666726905
3290,30536.92824093243,56933.619723784774
