game_id,side,entry_px,wager,our_filled,n_needed,total_volume,volume_at_or_below,vol_at_price,fill_pct,share_of_total,share_of_qualifying,won
2cc91c72-9797-403a-adc1-51f134d84117,YES,0.28,503.19000000000005,1819.0,1819.0,15768.0,1819.0,1409.0,1.0,0.11536022323693557,1.0,0
1bfb21d0-94d4-414b-872a-8caa5df09a89,NO,0.5,4105.91,8415.0,8415.0,21953.0,8415.0,2573.0,1.0,0.3833189085774154,1.0,0
545784f9-c706-42ad-9145-9424c6f683b3,NO,0.27,1696.21,6409.0,6409.0,25644.0,6409.0,2994.0,1.0,0.24992200904695056,1.0,0
a1382913-f5c5-4721-9dee-4195779e9b68,NO,0.43999999999999995,2167.499999999999,5103.0,5103.0,7863.0,5103.0,0.0,1.0,0.6489889355207936,1.0,1
7ae48770-c55c-4f0a-af4c-c12583ea049f,NO,0.28,1717.8199999999997,6456.0,6456.0,28107.0,6456.0,130.0,1.0,0.22969367061586082,1.0,0
bb8576ec-3270-4ee6-9d85-f37e6e502af7,YES,0.22,1810.910000000001,8270.0,8270.0,14471.0,8270.0,7421.0,1.0,0.5714878031925921,1.0,0
0962940f-0261-4fce-b716-3a16393d43b7,NO,0.5700000000000001,6028.200000000002,11290.0,11290.0,11290.0,11290.0,0.0,1.0,1.0,1.0,1
ab22cb38-adf5-49e7-8d94-af37949f1527,YES,0.39,3233.9200000000005,8368.0,8368.0,13416.0,8368.0,5647.0,1.0,0.6237328562909958,1.0,1
467aedcd-fa42-4992-9a69-fce47d1ece15,NO,0.52,5144.009999999999,9984.0,9984.0,19564.0,9984.0,5476.0,1.0,0.5103250868942957,1.0,1
6d17df9c-9585-4b14-b1ab-7334c0443b45,NO,0.47,6093.15,13469.0,13469.0,13763.0,13469.0,3417.0,1.0,0.9786383782605537,1.0,1
eef5e74b-cdc8-45c9-b34e-c80089a44b6d,NO,0.26,2391.4299999999994,10787.0,10787.0,10787.0,10787.0,0.0,1.0,1.0,1.0,0
7c219682-63ed-42c1-8555-c42addba3a67,NO,0.24,1641.7200000000007,6877.0,6877.0,11354.0,6877.0,6030.0,1.0,0.605689624801832,1.0,1
2f5baf0d-dd06-464d-95dd-177924f443c9,NO,0.48,2493.82,5397.0,5397.0,5413.0,5397.0,30.0,1.0,0.9970441529650841,1.0,0
e83198ea-0baf-4a62-aaaa-8d6e6ff8cee7,YES,0.66,12797.099999999999,19920.0,19920.0,35011.0,19920.0,1061.0,1.0,0.5689640398731827,1.0,1
b69d86fb-d73a-4b99-bec9-88e73e7ce25b,NO,0.16000000000000003,712.8799999999998,4832.0,4832.0,9464.0,4832.0,0.0,1.0,0.5105663567202029,1.0,0
f9c188c7-35cd-436c-8d11-7f1b0131ba33,NO,0.14,1132.0900000000001,8183.0,8183.0,10972.0,8183.0,6830.0,1.0,0.7458075100255195,1.0,0
e9ff9be0-15cb-4e16-86a5-89be878b6745,NO,0.29000000000000004,6002.749999999999,21571.0,21571.0,21571.0,21571.0,0.0,1.0,1.0,1.0,0
31d89653-50a1-4688-b507-15c8e12dad33,NO,0.56,6315.510000000001,11568.0,11568.0,11569.0,11568.0,1948.0,1.0,0.9999135621056271,1.0,0
93a98ff0-ed90-4c11-8f56-dfd70e55ed58,NO,0.7,1818.8699999999997,2662.0,2662.0,2662.0,2662.0,539.0,1.0,1.0,1.0,0
2fb00c07-3995-4420-aa53-e0b95160a91a,YES,0.19,1937.7890565340692,11832.700332553355,11832.700332553355,25339.0,25339.0,1576.0,1.0,0.46697582116710823,0.46697582116710823,0
58bb94db-4f37-45ce-a7b9-2cb2aa412759,NO,0.20999999999999996,1345.7600000000004,6785.0,6785.0,28205.0,6785.0,0.0,1.0,0.24056018436447438,1.0,0
30981dda-706d-44fc-9eb4-b6f8c5a3e874,NO,0.20999999999999996,2506.199999999999,12531.0,12531.0,35406.0,12531.0,0.0,1.0,0.3539230638874767,1.0,0
fb31c505-de82-4d70-a8a2-a91dbaacd1ee,NO,0.38,6205.1637857809765,17515.593849391596,17515.593849391596,56409.0,56409.0,249.0,1.0,0.31051062506677296,0.31051062506677296,0
fc11987d-5051-4621-94f9-17a356691802,NO,0.25,1513.9152959983066,6777.501286949158,6777.501286949158,56261.0,56261.0,14248.0,1.0,0.12046535409873907,0.12046535409873907,0
4a8a3c5a-81ad-462c-b4cb-3300d1eea8c3,NO,0.41000000000000003,4674.8271562877835,12690.722044021035,12690.722044021035,143165.0,143165.0,0.0,1.0,0.08864402643118803,0.08864402643118803,1
