season,franchise_id,off_3pa_rate,def_3pa_allowed,off_2pa_rate,def_2pa_allowed,off_tov_pct,def_forced_tov
2024,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0.3932021466905188,0.3806988352745424,0.6067978533094812,0.6193011647254576,0.15859021363983355,0.1393548387096774
2024,08ed8274-e29f-4248-bc2e-83cc8ed18d75,0.40970042796005707,0.3203911417888985,0.590299572039943,0.6796088582111015,0.15432636216413884,0.15616958597313174
2024,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0.33973634651600754,0.3201465201465201,0.6602636534839925,0.6798534798534799,0.17562085683189868,0.15054876555577817
2024,3c409388-ab73-4c7f-953d-3a71062240f6,0.21222893707785281,0.321826280623608,0.7877710629221472,0.678173719376392,0.15447462395844605,0.15069655295588497
2024,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,0.3968668407310705,0.3530079455164586,0.6031331592689295,0.6469920544835415,0.17895769685346655,0.17674546454095658
2024,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,0.28361344537815125,0.34274620543593365,0.7163865546218487,0.6572537945640664,0.15284164448139068,0.151824582146504
2024,5f0b5caf-708b-4300-92f2-53b51d83ec06,0.26997536078845474,0.3323873714083008,0.7300246392115453,0.6676126285916992,0.16494345548634606,0.14714553738943983
2024,6f017f37-be96-4bdc-b6d3-0a0429c72e89,0.361732644865175,0.3307349665924276,0.638267355134825,0.6692650334075724,0.15851885586169445,0.16859040739524664
2024,FR_LVA_ACES,0.3870967741935484,0.31973642924380297,0.6129032258064516,0.680263570756197,0.1321988748185993,0.1462426516089109
2024,a015b02d-845c-40c1-8ef4-844984f47e4d,0.27365728900255754,0.3318791946308725,0.7263427109974424,0.6681208053691275,0.14854098675369554,0.18372574130627525
2024,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,0.2934891485809683,0.3099929627023223,0.7065108514190317,0.6900070372976777,0.1402560838017162,0.17582954144071142
2024,f073a15f-0486-4179-b0a3-dfd0294eb595,0.3786407766990291,0.3564690026954178,0.6213592233009708,0.6435309973045822,0.16733391717753035,0.13163234513688724
