game_id,game_ts,game_date,season,team_id,franchise_id,opponent_team_id,opponent_franchise_id,is_home,is_playoff,off_3pa_rate_pre,def_3pa_allowed_pre,off_2pa_rate_pre,def_2pa_allowed_pre,off_tov_pct_pre,def_forced_tov_pre,games_played_before_game,prior_source,last_completed_game_id,last_completed_game_ts
127815af-ec83-4409-b0c3-4140a357a60c,2025-05-16 23:30:00+00:00,2025-05-16,2025,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,1,0,0.3968668407310705,0.3530079455164586,0.6031331592689295,0.6469920544835415,0.1789576968534665,0.1767454645409565,0,prev_season_final,,
127815af-ec83-4409-b0c3-4140a357a60c,2025-05-16 23:30:00+00:00,2025-05-16,2025,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,0,0,0.2836134453781512,0.3427462054359336,0.7163865546218487,0.6572537945640664,0.1528416444813906,0.151824582146504,0,prev_season_final,,
7bbb5b8b-7d33-4ca4-9478-a4732d10c367,2025-05-16 23:30:00+00:00,2025-05-16,2025,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,6f017f37-be96-4bdc-b6d3-0a0429c72e89,6f017f37-be96-4bdc-b6d3-0a0429c72e89,1,0,0.2699753607884547,0.3323873714083008,0.7300246392115453,0.6676126285916992,0.164943455486346,0.1471455373894398,0,prev_season_final,,
7bbb5b8b-7d33-4ca4-9478-a4732d10c367,2025-05-16 23:30:00+00:00,2025-05-16,2025,6f017f37-be96-4bdc-b6d3-0a0429c72e89,6f017f37-be96-4bdc-b6d3-0a0429c72e89,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,0,0,0.361732644865175,0.3307349665924276,0.638267355134825,0.6692650334075724,0.1585188558616944,0.1685904073952466,0,prev_season_final,,
293a4a3d-3699-4cd3-b085-0dc0e8c56188,2025-05-17 02:00:00+00:00,2025-05-17,2025,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,4f57ec40-0d35-4b59-bea0-9d040f0d2292,4f57ec40-0d35-4b59-bea0-9d040f0d2292,0,0,0.3397363465160075,0.3201465201465201,0.6602636534839925,0.6798534798534799,0.1756208568318986,0.1505487655557781,0,prev_season_final,,
293a4a3d-3699-4cd3-b085-0dc0e8c56188,2025-05-17 02:00:00+00:00,2025-05-17,2025,4f57ec40-0d35-4b59-bea0-9d040f0d2292,4f57ec40-0d35-4b59-bea0-9d040f0d2292,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,1,0,0.33332834487361584,0.3350014046715921,0.6666716551263842,0.664998595328408,0.15721696431906299,0.15654216784661698,0,league_init,,
8e354cb1-e600-4ccd-aec8-3b9daa7dd2ca,2025-05-17 17:00:00+00:00,2025-05-17,2025,08ed8274-e29f-4248-bc2e-83cc8ed18d75,08ed8274-e29f-4248-bc2e-83cc8ed18d75,171b097d-01db-4ae8-9d56-035689402ec6,FR_LVA_ACES,1,0,0.409700427960057,0.3203911417888985,0.590299572039943,0.6796088582111015,0.1543263621641388,0.1561695859731317,0,prev_season_final,,
8e354cb1-e600-4ccd-aec8-3b9daa7dd2ca,2025-05-17 17:00:00+00:00,2025-05-17,2025,171b097d-01db-4ae8-9d56-035689402ec6,FR_LVA_ACES,08ed8274-e29f-4248-bc2e-83cc8ed18d75,08ed8274-e29f-4248-bc2e-83cc8ed18d75,0,0,0.3870967741935484,0.3197364292438029,0.6129032258064516,0.680263570756197,0.1321988748185993,0.1462426516089109,0,prev_season_final,,
edfb1305-dc50-48e3-9ea5-c3e16ace9489,2025-05-17 19:00:00+00:00,2025-05-17,2025,3c409388-ab73-4c7f-953d-3a71062240f6,3c409388-ab73-4c7f-953d-3a71062240f6,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,0,0,0.2122289370778528,0.321826280623608,0.7877710629221472,0.678173719376392,0.154474623958446,0.1506965529558849,0,prev_season_final,,
edfb1305-dc50-48e3-9ea5-c3e16ace9489,2025-05-17 19:00:00+00:00,2025-05-17,2025,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,3c409388-ab73-4c7f-953d-3a71062240f6,3c409388-ab73-4c7f-953d-3a71062240f6,1,0,0.3786407766990291,0.3564690026954178,0.6213592233009708,0.6435309973045822,0.1673339171775303,0.1316323451368872,0,prev_season_final,,
