season,game_id,game_ts,game_date,team_id,franchise_id,opponent_team_id,opponent_franchise_id,is_home,is_playoff,net_rtg_ewma_pre,efg_ewma_pre,tov_pct_ewma_pre,orb_pct_ewma_pre,ftr_ewma_pre,last_completed_game_id,last_completed_game_ts,net_rtg_last_game,efg_last_game,tov_pct_last_game,orb_pct_last_game,ftr_last_game,net_rtg_game,efg_game,tov_pct_game,orb_pct_game,ftr_game,poss_game,poss_opp_game,ortg_game,drtg_game,bronze_file
2017,0d837e00-0944-43a1-88b9-72662d82a6c8,2017-05-13 19:00:00+00:00,2017-05-13,08ed8274-e29f-4248-bc2e-83cc8ed18d75,08ed8274-e29f-4248-bc2e-83cc8ed18d75,e6bc56cc-9dad-43aa-8ccb-ee9d499fea28,FR_LVA_ACES,1,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,10.475877050810553,0.4344262295081967,0.18210197710718004,0.3333333333333333,0.4426229508196721,76.88,75.76,94.9531737773153,84.47729672650475,game_summary__0d837e00-0944-43a1-88b9-72662d82a6c8__20260227T215411Z.json
2017,0d837e00-0944-43a1-88b9-72662d82a6c8,2017-05-13 19:00:00+00:00,2017-05-13,e6bc56cc-9dad-43aa-8ccb-ee9d499fea28,FR_LVA_ACES,08ed8274-e29f-4248-bc2e-83cc8ed18d75,08ed8274-e29f-4248-bc2e-83cc8ed18d75,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-10.475877050810553,0.39166666666666666,0.21119324181626187,0.3333333333333333,0.48333333333333334,75.76,76.88,84.47729672650475,94.9531737773153,game_summary__0d837e00-0944-43a1-88b9-72662d82a6c8__20260227T215411Z.json
2017,957c5f53-188e-4836-ba55-7513dc28c9a4,2017-05-13 21:00:00+00:00,2017-05-13,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,1,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,5.37728566413864,0.5138888888888888,0.1454192922927775,0.1724137931034483,0.1111111111111111,82.52,76.28,94.52253999030539,89.14525432616675,game_summary__957c5f53-188e-4836-ba55-7513dc28c9a4__20260227T215413Z.json
2017,957c5f53-188e-4836-ba55-7513dc28c9a4,2017-05-13 21:00:00+00:00,2017-05-13,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-5.37728566413864,0.56,0.3146303093864709,0.15,0.24,76.28,82.52,89.14525432616675,94.52253999030539,game_summary__957c5f53-188e-4836-ba55-7513dc28c9a4__20260227T215413Z.json
2017,9688ed87-0376-49ff-a9f0-78a7e11b817b,2017-05-13 23:00:00+00:00,2017-05-13,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,a015b02d-845c-40c1-8ef4-844984f47e4d,a015b02d-845c-40c1-8ef4-844984f47e4d,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,13.023495504724082,0.417910447761194,0.10603204524033931,0.08108108108108109,0.40298507462686567,84.88,89.8,95.42884071630537,82.40534521158129,game_summary__9688ed87-0376-49ff-a9f0-78a7e11b817b__20260227T215415Z.json
2017,9688ed87-0376-49ff-a9f0-78a7e11b817b,2017-05-13 23:00:00+00:00,2017-05-13,a015b02d-845c-40c1-8ef4-844984f47e4d,a015b02d-845c-40c1-8ef4-844984f47e4d,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,1,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-13.023495504724082,0.41216216216216217,0.18930957683741648,0.25,0.2702702702702703,89.8,84.88,82.40534521158129,95.42884071630537,game_summary__9688ed87-0376-49ff-a9f0-78a7e11b817b__20260227T215415Z.json
2017,336e03ae-e067-45ea-9bf0-10fe2ae567a5,2017-05-14 19:00:00+00:00,2017-05-14,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,e6bc56cc-9dad-43aa-8ccb-ee9d499fea28,FR_LVA_ACES,1,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,18.6563265144499,0.49206349206349204,0.1826722338204593,0.4666666666666667,0.49206349206349204,76.64,75.92,116.12734864300627,97.47102212855637,game_summary__336e03ae-e067-45ea-9bf0-10fe2ae567a5__20260227T215417Z.json
2017,336e03ae-e067-45ea-9bf0-10fe2ae567a5,2017-05-14 19:00:00+00:00,2017-05-14,e6bc56cc-9dad-43aa-8ccb-ee9d499fea28,FR_LVA_ACES,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,0,0,-0.9876273019722505,0.0369248981633032,0.01991052497066384,0.031425445245364426,0.045566895605778424,0d837e00-0944-43a1-88b9-72662d82a6c8,2017-05-13 19:00:00+00:00,-10.475877050810553,0.39166666666666666,0.21119324181626187,0.3333333333333333,0.48333333333333334,-18.6563265144499,0.4666666666666667,0.1975763962065332,0.22580645161290322,0.3,75.92,76.64,97.47102212855637,116.12734864300627,game_summary__336e03ae-e067-45ea-9bf0-10fe2ae567a5__20260227T215417Z.json
2017,5f2b1fbf-c77c-4944-b84d-43cc7d6d91bf,2017-05-14 22:00:00+00:00,2017-05-14,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0699edf3-5993-4182-b9b4-ec935cbd4fcc,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,1,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,-13.1611016329515,0.46296296296296297,0.18766756032171583,0.0,0.2777777777777778,74.6,74.8,77.74798927613942,90.90909090909092,game_summary__5f2b1fbf-c77c-4944-b84d-43cc7d6d91bf__20260227T215418Z.json
2017,5f2b1fbf-c77c-4944-b84d-43cc7d6d91bf,2017-05-14 22:00:00+00:00,2017-05-14,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0,0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,13.1611016329515,0.425,0.24064171122994654,0.41379310344827586,0.3333333333333333,74.8,74.6,90.90909090909092,77.74798927613942,game_summary__5f2b1fbf-c77c-4944-b84d-43cc7d6d91bf__20260227T215418Z.json
