game_id,game_ts,game_date,season,team_id,franchise_id,opponent_team_id,opponent_franchise_id,is_home,is_playoff,days_rest_pre,is_b2b_pre,games_last_4_days_pre,games_last_7_days_pre,origin_city_pre,current_city_pre,travel_miles_pre,timezone_shift_hours_pre,previous_game_id,previous_game_ts,previous_game_city,home_city,origin_rule_used
cc7b578e-0c80-41a4-848f-a6d82a8922ae,2018-05-19 02:00:00+00:00,2018-05-18,2018,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0699edf3-5993-4182-b9b4-ec935cbd4fcc,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,1,0,0,1,0,0,Phoenix,Phoenix,0.0,0,,,,Phoenix,home_city
cc7b578e-0c80-41a4-848f-a6d82a8922ae,2018-05-19 02:00:00+00:00,2018-05-18,2018,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0,0,0,1,0,0,Arlington,Phoenix,866.9,-2,,,,Arlington,home_city
a1459464-f7e9-402e-a169-6c3705d110f8,2018-05-19 17:00:00+00:00,2018-05-19,2018,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,3c409388-ab73-4c7f-953d-3a71062240f6,3c409388-ab73-4c7f-953d-3a71062240f6,1,0,0,1,0,0,Indianapolis,Indianapolis,0.0,0,,,,Indianapolis,home_city
a1459464-f7e9-402e-a169-6c3705d110f8,2018-05-19 17:00:00+00:00,2018-05-19,2018,3c409388-ab73-4c7f-953d-3a71062240f6,3c409388-ab73-4c7f-953d-3a71062240f6,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,0,0,0,1,0,0,Chicago,Indianapolis,163.5,1,,,,Chicago,home_city
383a3b51-abb2-48e8-8a74-4870e8adc73e,2018-05-20 17:00:00+00:00,2018-05-20,2018,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,1,0,0,1,0,0,Washington,Washington,0.1,0,,,,Washington,home_city
383a3b51-abb2-48e8-8a74-4870e8adc73e,2018-05-20 17:00:00+00:00,2018-05-20,2018,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,0,0,0,1,1,1,Indianapolis,Washington,491.6,0,a1459464-f7e9-402e-a169-6c3705d110f8,2018-05-19 17:00:00+00:00,Indianapolis,Indianapolis,previous_game_city
cf28a841-e490-4f2f-9425-58d879dc8d44,2018-05-20 17:00:00+00:00,2018-05-20,2018,a015b02d-845c-40c1-8ef4-844984f47e4d,a015b02d-845c-40c1-8ef4-844984f47e4d,171b097d-01db-4ae8-9d56-035689402ec6,FR_LVA_ACES,1,0,0,1,0,0,Uncasville,Uncasville,0.0,0,,,,Uncasville,home_city
cf28a841-e490-4f2f-9425-58d879dc8d44,2018-05-20 17:00:00+00:00,2018-05-20,2018,171b097d-01db-4ae8-9d56-035689402ec6,FR_LVA_ACES,a015b02d-845c-40c1-8ef4-844984f47e4d,a015b02d-845c-40c1-8ef4-844984f47e4d,0,0,0,1,0,0,Paradise,Uncasville,2326.0,3,,,,Paradise,home_city
69b52e03-1220-4bd6-b580-8d09d1175533,2018-05-20 19:00:00+00:00,2018-05-20,2018,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,1,0,1,0,1,1,Phoenix,Arlington,866.9,2,cc7b578e-0c80-41a4-848f-a6d82a8922ae,2018-05-19 02:00:00+00:00,Phoenix,Arlington,previous_game_city
69b52e03-1220-4bd6-b580-8d09d1175533,2018-05-20 19:00:00+00:00,2018-05-20,2018,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,0,0,0,1,0,0,Atlanta,Arlington,737.8,-1,,,,Atlanta,home_city
ac829638-e116-4326-ac85-6eca096c5b32,2018-05-20 21:00:00+00:00,2018-05-20,2018,6f017f37-be96-4bdc-b6d3-0a0429c72e89,6f017f37-be96-4bdc-b6d3-0a0429c72e89,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,1,0,0,1,0,0,Minneapolis,Minneapolis,0.0,0,,,,Minneapolis,home_city
ac829638-e116-4326-ac85-6eca096c5b32,2018-05-20 21:00:00+00:00,2018-05-20,2018,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,6f017f37-be96-4bdc-b6d3-0a0429c72e89,6f017f37-be96-4bdc-b6d3-0a0429c72e89,0,0,0,1,0,0,Los Angeles,Minneapolis,1522.4,2,,,,Los Angeles,home_city
