season,franchise_id,off_3pa_rate,def_3pa_allowed,off_2pa_rate,def_2pa_allowed,off_tov_pct,def_forced_tov
2016,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0.2745331744139849,0.22369878183831673,0.725466825586015,0.7763012181616833,0.15655509468405912,0.1479026733686224
2016,08ed8274-e29f-4248-bc2e-83cc8ed18d75,0.18020618556701032,0.2728390004096682,0.8197938144329897,0.7271609995903319,0.1551122804870587,0.1369538963383508
2016,0a5ad38d-2fe3-43ba-894b-1ba3d5042ea9,0.2526997840172786,0.22411990240501917,0.7473002159827213,0.7758800975949808,0.15786467818234717,0.15961419120044598
2016,3c409388-ab73-4c7f-953d-3a71062240f6,0.14720452937013448,0.2874206793579694,0.8527954706298655,0.7125793206420306,0.13191883955578124,0.13901786813162223
2016,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,0.2968542312804608,0.2332032943216298,0.7031457687195393,0.7667967056783702,0.14350292971339185,0.14323836433560944
2016,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,0.19353535353535353,0.22331240188383045,0.8064646464646464,0.7766875981161695,0.14527859306670438,0.14460741002532837
2016,5f0b5caf-708b-4300-92f2-53b51d83ec06,0.31085043988269795,0.2055148642826368,0.6891495601173021,0.7944851357173632,0.1473471312289061,0.14730316973415133
2016,6f017f37-be96-4bdc-b6d3-0a0429c72e89,0.16842105263157894,0.25347098611605556,0.8315789473684211,0.7465290138839444,0.14835782331502273,0.16306703455858254
2016,FR_LVA_ACES,0.22790489008524,0.2177455862381168,0.7720951099147599,0.7822544137618832,0.16081380514335594,0.14842747111681642
2016,a015b02d-845c-40c1-8ef4-844984f47e4d,0.2556421830118999,0.22786516853932584,0.7443578169881001,0.7721348314606742,0.14969130051304985,0.17157683294275192
2016,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,0.31998199819982,0.22,0.68001800180018,0.78,0.16490808945517285,0.14103602040685198
2016,f073a15f-0486-4179-b0a3-dfd0294eb595,0.24467622772707517,0.24005486968449932,0.7553237722729248,0.7599451303155007,0.16302324685827246,0.17769504146217635
