game_id,game_ts,game_date,season,team_id,franchise_id,opponent_team_id,opponent_franchise_id,is_home,is_playoff,off_3pa_rate_pre,def_3pa_allowed_pre,off_2pa_rate_pre,def_2pa_allowed_pre,off_tov_pct_pre,def_forced_tov_pre,games_played_before_game,prior_source,last_completed_game_id,last_completed_game_ts
cc7b578e-0c80-41a4-848f-a6d82a8922ae,2018-05-19 02:00:00+00:00,2018-05-19,2018,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0699edf3-5993-4182-b9b4-ec935cbd4fcc,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,1,0,0.2962962962962963,0.2481146304675716,0.7037037037037037,0.7518853695324283,0.1583857418022324,0.151603793751336,0,prev_season_final,,
cc7b578e-0c80-41a4-848f-a6d82a8922ae,2018-05-19 02:00:00+00:00,2018-05-19,2018,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0699edf3-5993-4182-b9b4-ec935cbd4fcc,0,0,0.293504410585405,0.2308977035490605,0.706495589414595,0.7691022964509394,0.1406623865816967,0.1581110345506447,0,prev_season_final,,
a1459464-f7e9-402e-a169-6c3705d110f8,2018-05-19 17:00:00+00:00,2018-05-19,2018,3c409388-ab73-4c7f-953d-3a71062240f6,3c409388-ab73-4c7f-953d-3a71062240f6,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,0,0,0.2432773109243697,0.2477173481540293,0.7567226890756302,0.7522826518459707,0.1721450745429692,0.1272890506819495,0,prev_season_final,,
a1459464-f7e9-402e-a169-6c3705d110f8,2018-05-19 17:00:00+00:00,2018-05-19,2018,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,3c409388-ab73-4c7f-953d-3a71062240f6,3c409388-ab73-4c7f-953d-3a71062240f6,1,0,0.2229669347631814,0.2442817932296432,0.7770330652368186,0.7557182067703568,0.1563284185396687,0.1633112015420861,0,prev_season_final,,
383a3b51-abb2-48e8-8a74-4870e8adc73e,2018-05-20 17:00:00+00:00,2018-05-20,2018,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,1,0,0.3107554893933755,0.2511970534069981,0.6892445106066245,0.7488029465930018,0.1310036190106515,0.1333142201834862,0,prev_season_final,,
383a3b51-abb2-48e8-8a74-4870e8adc73e,2018-05-20 17:00:00+00:00,2018-05-20,2018,f073a15f-0486-4179-b0a3-dfd0294eb595,f073a15f-0486-4179-b0a3-dfd0294eb595,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,5c0d47fe-8539-47b0-9f36-d0b3609ca89b,0,0,0.19736842105263158,0.23809523809523808,0.8026315789473685,0.7619047619047619,0.08090614886731393,0.1431980906921241,1,season_to_date,a1459464-f7e9-402e-a169-6c3705d110f8,2018-05-19 17:00:00+00:00
cf28a841-e490-4f2f-9425-58d879dc8d44,2018-05-20 17:00:00+00:00,2018-05-20,2018,171b097d-01db-4ae8-9d56-035689402ec6,FR_LVA_ACES,a015b02d-845c-40c1-8ef4-844984f47e4d,a015b02d-845c-40c1-8ef4-844984f47e4d,0,0,0.2179372197309417,0.2646276595744681,0.7820627802690583,0.7353723404255319,0.1830420406235238,0.145475219048893,0,prev_season_final,,
cf28a841-e490-4f2f-9425-58d879dc8d44,2018-05-20 17:00:00+00:00,2018-05-20,2018,a015b02d-845c-40c1-8ef4-844984f47e4d,a015b02d-845c-40c1-8ef4-844984f47e4d,171b097d-01db-4ae8-9d56-035689402ec6,FR_LVA_ACES,1,0,0.2487108290360968,0.258184832159138,0.7512891709639032,0.741815167840862,0.1342425539722341,0.1510233240170951,0,prev_season_final,,
69b52e03-1220-4bd6-b580-8d09d1175533,2018-05-20 19:00:00+00:00,2018-05-20,2018,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,0,0,0.2175714877745544,0.2627484874675886,0.7824285122254455,0.7372515125324114,0.140532451363825,0.1587200407955125,0,prev_season_final,,
69b52e03-1220-4bd6-b580-8d09d1175533,2018-05-20 19:00:00+00:00,2018-05-20,2018,5f0b5caf-708b-4300-92f2-53b51d83ec06,5f0b5caf-708b-4300-92f2-53b51d83ec06,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,5d70a9af-8c2b-4aec-9e68-9acc6ddb93e4,1,0,0.25,0.375,0.75,0.625,0.1200960768614892,0.11644154634373545,1,season_to_date,cc7b578e-0c80-41a4-848f-a6d82a8922ae,2018-05-19 02:00:00+00:00
