season_year,season_type,game_id,scheduled,status,side,team_id,opponent_id,player_id,player_name,played,active,starter,on_court,minutes,minutes_raw,not_playing_reason,not_playing_description,bronze_file
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,home,08ed8274-e29f-4248-bc2e-83cc8ed18d75,a015b02d-845c-40c1-8ef4-844984f47e4d,edd9c4c3-c8d4-4513-aeca-c70df44bd6ee,Han Xu,True,True,,True,21.516666666666666,21:31,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,0003bc97-5b5c-48dd-b622-5b898b2ead4f,Saniya Rivers,True,True,True,True,25.716666666666665,25:43,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,03e541cb-d11c-4975-b656-f6e7febcda7d,Brittney Griner,True,True,True,True,27.183333333333334,27:11,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,066514fe-5d28-45e4-9e9c-5071dfe23583,Charlisse Leger-Walker,True,True,,False,20.733333333333334,20:44,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,06e88c3f-715d-41b2-9aee-6a013a37565f,Kennedy Burke,True,True,True,True,24.483333333333334,24:29,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,2044241a-66b0-4ae0-a7cb-d36b9fb15a65,Ashlon Jackson,,True,,False,0.0,00:00,DNP – Coach's Decision,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,2f1df065-07de-478f-9b37-76546561d8c2,Aaliyah Edwards,,True,,False,0.0,00:00,DND - Injury/Illness,L. Thigh,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,426e2359-cd19-458b-8591-874c47a7f6ec,Hailey Van Lith,True,True,,False,13.8,13:48,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,4e06c8c0-311c-4c8f-a6ef-3ef78200c823,Aneesah Morrow,True,True,True,True,24.3,24:18,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,782a5034-334b-48e8-a7a8-931296f40c06,Shey Peddy,,True,,False,0.0,00:00,DND - Injury/Illness,L. Lower Leg,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
