player_id,asof_ts,current_team_id,m_ewma,q,strength,days_since_first_report,days_since_last_dnp,consec_dnps,played_last_game,minutes_last_game,days_since_last_played,injury_present_flag,asof_date,last_game_date,last_report_date,last_dnp_date,first_report_date_current_window,episode_id
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-13 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,23.692307692307693,0.7337662337662337,17.384615384615383,0,0,0,0,0.0,0,0,2016-05-13 00:00:00+00:00,,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-14 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.101069182822624,0.7015263503813122,16.90753510411307,0,0,0,1,26.85,0,0,2016-05-14 00:00:00+00:00,2016-05-14 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-15 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.101069182822624,0.7015263503813122,16.90753510411307,0,0,0,1,26.85,1,0,2016-05-15 00:00:00+00:00,2016-05-14 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-16 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.101069182822624,0.7015263503813122,16.90753510411307,0,0,0,1,26.85,2,0,2016-05-16 00:00:00+00:00,2016-05-14 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-17 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.101069182822624,0.7015263503813122,16.90753510411307,0,0,0,1,26.85,3,0,2016-05-17 00:00:00+00:00,2016-05-14 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-18 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.834477585697133,0.697257086706147,17.31601549127229,0,0,0,1,29.766666666666666,0,0,2016-05-18 00:00:00+00:00,2016-05-18 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-19 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.834477585697133,0.697257086706147,17.31601549127229,0,0,0,1,29.766666666666666,1,0,2016-05-19 00:00:00+00:00,2016-05-18 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-20 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.834477585697133,0.697257086706147,17.31601549127229,0,0,0,1,29.766666666666666,2,0,2016-05-20 00:00:00+00:00,2016-05-18 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-21 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.55061634596797,0.6880860893098041,17.581023680952256,0,0,0,1,30.366666666666667,0,0,2016-05-21 00:00:00+00:00,2016-05-21 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-22 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.55061634596797,0.6880860893098041,17.581023680952256,0,0,0,1,30.366666666666667,1,0,2016-05-22 00:00:00+00:00,2016-05-21 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-23 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.55061634596797,0.6880860893098041,17.581023680952256,0,0,0,1,30.366666666666667,2,0,2016-05-23 00:00:00+00:00,2016-05-21 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-24 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.55061634596797,0.6880860893098041,17.581023680952256,0,0,0,1,30.366666666666667,3,0,2016-05-24 00:00:00+00:00,2016-05-21 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-25 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.55061634596797,0.6880860893098041,17.581023680952256,0,0,0,1,30.366666666666667,4,0,2016-05-25 00:00:00+00:00,2016-05-21 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-26 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.97017158577389,0.6512882583411551,16.262779562578476,0,0,0,1,21.066666666666663,0,0,2016-05-26 00:00:00+00:00,2016-05-26 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-27 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.97017158577389,0.6512882583411551,16.262779562578476,0,0,0,1,21.066666666666663,1,0,2016-05-27 00:00:00+00:00,2016-05-26 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-28 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,24.97017158577389,0.6512882583411551,16.262779562578476,0,0,0,1,21.066666666666663,2,0,2016-05-28 00:00:00+00:00,2016-05-26 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-29 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.612650078265684,0.6391513457894614,16.370359766758067,0,0,0,1,29.933333333333337,0,0,2016-05-29 00:00:00+00:00,2016-05-29 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-30 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.612650078265684,0.6391513457894614,16.370359766758067,0,0,0,1,29.933333333333337,1,0,2016-05-30 00:00:00+00:00,2016-05-29 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-05-31 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,25.612650078265684,0.6391513457894614,16.370359766758067,0,0,0,1,29.933333333333337,2,0,2016-05-31 00:00:00+00:00,2016-05-29 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-06-01 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,26.814892294105977,0.6412995459606723,17.196378253194492,0,0,0,1,34.9,0,0,2016-06-01 00:00:00+00:00,2016-06-01 00:00:00+00:00,,,,
03e541cb-d11c-4975-b656-f6e7febcda7d,2016-06-02 23:59:59+00:00,0699edf3-5993-4182-b9b4-ec935cbd4fcc,26.814892294105977,0.6412995459606723,17.196378253194492,0,0,0,1,34.9,1,0,2016-06-02 00:00:00+00:00,2016-06-01 00:00:00+00:00,,,,
