team_id,start_year,end_year,franchise_id,franchise_name
e6bc56cc-9dad-43aa-8ccb-ee9d499fea28,2015,2017,FR_LVA_ACES,Las Vegas Aces (San Antonio Stars)
171b097d-01db-4ae8-9d56-035689402ec6,2018,2025,FR_LVA_ACES,Las Vegas Aces
