market_ticker,event_ticker,yes_sub_title,status,result,settlement_value_dollars,settlement_ts,close_time,expiration_value
KXWNBAGAME-25AUG24GSDAL-GS,KXWNBAGAME-25AUG24GSDAL,Golden State,finalized,yes,1.0,2025-08-24 23:19:27.695183+00:00,2025-08-24 23:14:27.047852+00:00,Golden State
KXWNBAGAME-25AUG24INDMIN-IND,KXWNBAGAME-25AUG24INDMIN,Indiana,finalized,no,0.0,2025-08-25 01:32:01.694832+00:00,2025-08-25 01:27:01.717532+00:00,Minnesota
KXWNBAGAME-25AUG24INDMIN-MIN,KXWNBAGAME-25AUG24INDMIN,Minnesota,finalized,yes,1.0,2025-08-25 01:32:01.694832+00:00,2025-08-25 01:27:01.717532+00:00,Minnesota
KXWNBAGAME-25AUG24SEAWSH-SEA,KXWNBAGAME-25AUG24SEAWSH,Seattle,finalized,yes,1.0,2025-08-24 21:48:09.695808+00:00,2025-08-24 21:43:09.524297+00:00,Seattle
KXWNBAGAME-25AUG24SEAWSH-WSH,KXWNBAGAME-25AUG24SEAWSH,Washington,finalized,no,0.0,2025-08-24 21:48:09.695808+00:00,2025-08-24 21:43:09.524297+00:00,Seattle
KXWNBAGAME-25AUG25CONNNY-CONN,KXWNBAGAME-25AUG25CONNNY,Connecticut,finalized,no,0.0,2025-08-26 01:34:24.696080+00:00,2025-08-26 01:29:24.320964+00:00,New York
KXWNBAGAME-25AUG25CONNNY-NY,KXWNBAGAME-25AUG25CONNNY,New York,finalized,yes,1.0,2025-08-26 01:34:24.696080+00:00,2025-08-26 01:29:24.320964+00:00,New York
KXWNBAGAME-25AUG25LVCHI-CHI,KXWNBAGAME-25AUG25LVCHI,Chicago,finalized,no,0.0,2025-08-26 02:31:28.696710+00:00,2025-08-26 02:26:28.480690+00:00,Las Vegas
KXWNBAGAME-25AUG25LVCHI-LV,KXWNBAGAME-25AUG25LVCHI,Las Vegas,finalized,yes,1.0,2025-08-26 02:31:28.696710+00:00,2025-08-26 02:26:28.480690+00:00,Las Vegas
KXWNBAGAME-25AUG26PHXLA-LA,KXWNBAGAME-25AUG26PHXLA,Los Angeles,finalized,no,0.0,2025-08-27 04:22:40.695086+00:00,2025-08-27 04:17:40.013766+00:00,Phoenix
KXWNBAGAME-25AUG26PHXLA-PHX,KXWNBAGAME-25AUG26PHXLA,Phoenix,finalized,yes,1.0,2025-08-27 04:22:40.695086+00:00,2025-08-27 04:17:40.013766+00:00,Phoenix
KXWNBAGAME-25AUG26SEAIND-IND,KXWNBAGAME-25AUG26SEAIND,Indiana,finalized,yes,1.0,2025-08-27 01:11:49.694522+00:00,2025-08-27 01:06:49.137600+00:00,Indiana
KXWNBAGAME-25AUG26SEAIND-SEA,KXWNBAGAME-25AUG26SEAIND,Seattle,finalized,no,0.0,2025-08-27 01:11:49.694522+00:00,2025-08-27 01:06:49.137600+00:00,Indiana
KXWNBAGAME-25AUG27CONNDAL-CONN,KXWNBAGAME-25AUG27CONNDAL,Connecticut,finalized,yes,1.0,2025-08-28 02:25:06.698099+00:00,2025-08-28 02:20:06.207179+00:00,Connecticut
KXWNBAGAME-25AUG27CONNDAL-DAL,KXWNBAGAME-25AUG27CONNDAL,Dallas,finalized,no,0.0,2025-08-28 02:25:06.698099+00:00,2025-08-28 02:20:06.207179+00:00,Connecticut
KXWNBAGAME-25AUG27LVATL-ATL,KXWNBAGAME-25AUG27LVATL,Atlanta,finalized,no,0.0,2025-08-28 01:41:50.698348+00:00,2025-08-28 01:36:50.263636+00:00,Las Vegas
KXWNBAGAME-25AUG27LVATL-LV,KXWNBAGAME-25AUG27LVATL,Las Vegas,finalized,yes,1.0,2025-08-28 01:41:50.698348+00:00,2025-08-28 01:36:50.263636+00:00,Las Vegas
KXWNBAGAME-25AUG28CHIPHX-CHI,KXWNBAGAME-25AUG28CHIPHX,Chicago,finalized,no,0.0,2025-08-29 04:28:44.505161+00:00,2025-08-29 04:23:44.367626+00:00,Phoenix
KXWNBAGAME-25AUG28CHIPHX-PHX,KXWNBAGAME-25AUG28CHIPHX,Phoenix,finalized,yes,1.0,2025-08-29 04:28:44.505161+00:00,2025-08-29 04:23:44.367626+00:00,Phoenix
KXWNBAGAME-25AUG28SEAMIN-MIN,KXWNBAGAME-25AUG28SEAMIN,Minnesota,finalized,no,0.0,2025-08-29 02:26:36.485091+00:00,2025-08-29 02:21:36.436678+00:00,Seattle
KXWNBAGAME-25AUG28SEAMIN-SEA,KXWNBAGAME-25AUG28SEAMIN,Seattle,finalized,yes,1.0,2025-08-29 02:26:36.485091+00:00,2025-08-29 02:21:36.436678+00:00,Seattle
KXWNBAGAME-25AUG28WSHNY-NY,KXWNBAGAME-25AUG28WSHNY,New York,finalized,yes,1.0,2025-08-29 01:13:06.485388+00:00,2025-08-29 01:08:06.477834+00:00,New York
KXWNBAGAME-25AUG28WSHNY-WSH,KXWNBAGAME-25AUG28WSHNY,Washington,finalized,no,0.0,2025-08-29 01:13:06.485388+00:00,2025-08-29 01:08:06.477834+00:00,New York
KXWNBAGAME-25AUG29DALATL-ATL,KXWNBAGAME-25AUG29DALATL,Atlanta,finalized,yes,1.0,2025-08-30 02:16:41.714977+00:00,2025-08-30 02:11:41.257933+00:00,Atlanta
KXWNBAGAME-25AUG29DALATL-DAL,KXWNBAGAME-25AUG29DALATL,Dallas,finalized,no,0.0,2025-08-30 02:16:41.714977+00:00,2025-08-30 02:11:41.257933+00:00,Atlanta
KXWNBAGAME-25AUG29INDLA-IND,KXWNBAGAME-25AUG29INDLA,Indiana,finalized,yes,1.0,2025-08-30 04:44:53.479994+00:00,2025-08-30 04:39:53.382763+00:00,Indiana
KXWNBAGAME-25AUG29INDLA-LA,KXWNBAGAME-25AUG29INDLA,Los Angeles,finalized,no,0.0,2025-08-30 04:44:53.479994+00:00,2025-08-30 04:39:53.382763+00:00,Indiana
KXWNBAGAME-25AUG30CHISEA-CHI,KXWNBAGAME-25AUG30CHISEA,Chicago,finalized,no,0.0,2025-08-31 03:18:55.480001+00:00,2025-08-31 03:13:55.116176+00:00,Seattle
KXWNBAGAME-25AUG30CHISEA-SEA,KXWNBAGAME-25AUG30CHISEA,Seattle,finalized,yes,1.0,2025-08-31 03:18:55.480001+00:00,2025-08-31 03:13:55.116176+00:00,Seattle
KXWNBAGAME-25AUG30MINCONN-CONN,KXWNBAGAME-25AUG30MINCONN,Connecticut,finalized,no,0.0,2025-08-31 01:14:56.479235+00:00,2025-08-31 01:09:56.705733+00:00,Minnesota
KXWNBAGAME-25AUG30MINCONN-MIN,KXWNBAGAME-25AUG30MINCONN,Minnesota,finalized,yes,1.0,2025-08-31 01:14:56.479235+00:00,2025-08-31 01:09:56.705733+00:00,Minnesota
KXWNBAGAME-25AUG30NYPHX-NY,KXWNBAGAME-25AUG30NYPHX,New York,finalized,no,0.0,2025-08-31 04:15:33.479211+00:00,2025-08-31 04:10:33.662743+00:00,Phoenix
KXWNBAGAME-25AUG30NYPHX-PHX,KXWNBAGAME-25AUG30NYPHX,Phoenix,finalized,yes,1.0,2025-08-31 04:15:33.479211+00:00,2025-08-31 04:10:33.662743+00:00,Phoenix
KXWNBAGAME-25AUG30WSHGS-GS,KXWNBAGAME-25AUG30WSHGS,Golden State,finalized,yes,1.0,2025-08-31 02:52:16.479732+00:00,2025-08-31 02:47:15.963214+00:00,Golden State
KXWNBAGAME-25AUG30WSHGS-WSH,KXWNBAGAME-25AUG30WSHGS,Washington,finalized,no,0.0,2025-08-31 02:52:16.479732+00:00,2025-08-31 02:47:15.963214+00:00,Golden State
KXWNBAGAME-25AUG31INDGS-GS,KXWNBAGAME-25AUG31INDGS,Golden State,finalized,yes,1.0,2025-09-01 03:37:57.485130+00:00,2025-09-01 03:32:57.203890+00:00,Golden State
KXWNBAGAME-25AUG31INDGS-IND,KXWNBAGAME-25AUG31INDGS,Indiana,finalized,no,0.0,2025-09-01 03:37:57.485130+00:00,2025-09-01 03:32:57.203890+00:00,Golden State
KXWNBAGAME-25AUG31WSHLA-LA,KXWNBAGAME-25AUG31WSHLA,Los Angeles,finalized,yes,1.0,2025-09-01 02:12:48.685039+00:00,2025-09-01 02:07:43.808304+00:00,Los Angeles
KXWNBAGAME-25AUG31WSHLA-WSH,KXWNBAGAME-25AUG31WSHLA,Washington,finalized,no,0.0,2025-09-01 02:12:48.685039+00:00,2025-09-01 02:07:43.808304+00:00,Los Angeles
KXWNBAGAME-25JUL01INDMIN-IND,KXWNBAGAME-25JUL01INDMIN,Indiana,finalized,yes,1.0,2025-07-02 03:38:42.575846+00:00,2025-07-02 03:33:39.299426+00:00,Indiana
KXWNBAGAME-25JUL01INDMIN-MIN,KXWNBAGAME-25JUL01INDMIN,Minnesota,finalized,no,0.0,2025-07-02 03:38:42.575846+00:00,2025-07-02 03:33:39.299426+00:00,Indiana
KXWNBAGAME-25JUL03LANY-LA,KXWNBAGAME-25JUL03LANY,Los Angeles,finalized,no,0.0,2025-07-04 01:19:38.790158+00:00,2025-07-04 01:14:38.535907+00:00,New York
KXWNBAGAME-25JUL03LANY-NY,KXWNBAGAME-25JUL03LANY,New York,finalized,yes,1.0,2025-07-04 01:19:38.790158+00:00,2025-07-04 01:14:38.535907+00:00,New York
KXWNBAGAME-25JUL03LVIND-IND,KXWNBAGAME-25JUL03LVIND,Indiana,finalized,yes,1.0,2025-07-04 01:27:44.789711+00:00,2025-07-04 01:22:44.811690+00:00,Indiana
KXWNBAGAME-25JUL03LVIND-LV,KXWNBAGAME-25JUL03LVIND,Las Vegas,finalized,no,0.0,2025-07-04 01:27:44.789711+00:00,2025-07-04 01:22:44.811690+00:00,Indiana
KXWNBAGAME-25JUL03PHXDAL-DAL,KXWNBAGAME-25JUL03PHXDAL,Dallas,finalized,yes,1.0,2025-07-04 02:41:35.789920+00:00,2025-07-04 02:36:35.733009+00:00,Dallas
KXWNBAGAME-25JUL03PHXDAL-PHX,KXWNBAGAME-25JUL03PHXDAL,Phoenix,finalized,no,0.0,2025-07-04 02:41:35.789920+00:00,2025-07-04 02:36:35.733009+00:00,Dallas
KXWNBAGAME-25JUL03SEAATL-ATL,KXWNBAGAME-25JUL03SEAATL,Atlanta,finalized,no,0.0,2025-07-04 01:53:24.789662+00:00,2025-07-04 01:48:24.139048+00:00,Seattle
KXWNBAGAME-25JUL03SEAATL-SEA,KXWNBAGAME-25JUL03SEAATL,Seattle,finalized,yes,1.0,2025-07-04 01:53:24.789662+00:00,2025-07-04 01:48:24.139048+00:00,Seattle
KXWNBAGAME-25JUL03WSHMIN-MIN,KXWNBAGAME-25JUL03WSHMIN,Minnesota,finalized,yes,1.0,2025-07-04 02:09:12.789450+00:00,2025-07-04 02:04:12.636249+00:00,Minnesota
KXWNBAGAME-25JUL03WSHMIN-WSH,KXWNBAGAME-25JUL03WSHMIN,Washington,finalized,no,0.0,2025-07-04 02:09:12.789450+00:00,2025-07-04 02:04:12.636249+00:00,Minnesota
KXWNBAGAME-25JUL05GSMIN-GS,KXWNBAGAME-25JUL05GSMIN,Golden State,finalized,no,0.0,2025-07-06 02:11:44.788705+00:00,2025-07-06 02:06:44.107678+00:00,Minnesota
KXWNBAGAME-25JUL05GSMIN-MIN,KXWNBAGAME-25JUL05GSMIN,Minnesota,finalized,yes,1.0,2025-07-06 02:11:44.788705+00:00,2025-07-06 02:06:44.107678+00:00,Minnesota
KXWNBAGAME-25JUL05LAIND-IND,KXWNBAGAME-25JUL05LAIND,Indiana,finalized,no,0.0,2025-07-06 01:37:32.788791+00:00,2025-07-06 01:32:31.921483+00:00,Los Angeles
KXWNBAGAME-25JUL05LAIND-LA,KXWNBAGAME-25JUL05LAIND,Los Angeles,finalized,yes,1.0,2025-07-06 01:37:32.788791+00:00,2025-07-06 01:32:31.921483+00:00,Los Angeles
KXWNBAGAME-25JUL06CHIMIN-CHI,KXWNBAGAME-25JUL06CHIMIN,Chicago,finalized,no,0.0,2025-07-07 01:15:47.792945+00:00,2025-07-07 01:10:47.310937+00:00,Minnesota
KXWNBAGAME-25JUL06CHIMIN-MIN,KXWNBAGAME-25JUL06CHIMIN,Minnesota,finalized,yes,1.0,2025-07-07 01:15:47.792945+00:00,2025-07-07 01:10:47.310937+00:00,Minnesota
KXWNBAGAME-25JUL06LVCONN-CONN,KXWNBAGAME-25JUL06LVCONN,Connecticut,finalized,no,0.0,2025-07-06 22:09:26.782161+00:00,2025-07-06 22:04:26.548977+00:00,Las Vegas
KXWNBAGAME-25JUL06LVCONN-LV,KXWNBAGAME-25JUL06LVCONN,Las Vegas,finalized,yes,1.0,2025-07-06 22:09:26.782161+00:00,2025-07-06 22:04:26.548977+00:00,Las Vegas
KXWNBAGAME-25JUL06SEANY-NY,KXWNBAGAME-25JUL06SEANY,New York,finalized,no,0.0,2025-07-06 19:15:43.874716+00:00,2025-07-06 19:10:43.398353+00:00,Seattle
KXWNBAGAME-25JUL06SEANY-SEA,KXWNBAGAME-25JUL06SEANY,Seattle,finalized,yes,1.0,2025-07-06 19:15:43.874716+00:00,2025-07-06 19:10:43.398353+00:00,Seattle
KXWNBAGAME-25JUL07DALPHX-DAL,KXWNBAGAME-25JUL07DALPHX,Dallas,finalized,no,0.0,2025-07-08 04:08:55.995028+00:00,2025-07-08 04:03:55.672818+00:00,Phoenix
KXWNBAGAME-25JUL07DALPHX-PHX,KXWNBAGAME-25JUL07DALPHX,Phoenix,finalized,yes,1.0,2025-07-08 04:08:55.995028+00:00,2025-07-08 04:03:55.672818+00:00,Phoenix
KXWNBAGAME-25JUL07GSATL-ATL,KXWNBAGAME-25JUL07GSATL,Atlanta,finalized,yes,1.0,2025-07-08 01:45:59.994690+00:00,2025-07-08 01:40:59.225334+00:00,Atlanta
KXWNBAGAME-25JUL07GSATL-GS,KXWNBAGAME-25JUL07GSATL,Golden State,finalized,no,0.0,2025-07-08 01:45:59.994690+00:00,2025-07-08 01:40:59.225334+00:00,Atlanta
KXWNBAGAME-25JUL08CHIWSH-CHI,KXWNBAGAME-25JUL08CHIWSH,Chicago,finalized,no,0.0,2025-07-08 18:13:40.586679+00:00,2025-07-08 18:08:40.827909+00:00,Washington
KXWNBAGAME-25JUL08CHIWSH-WSH,KXWNBAGAME-25JUL08CHIWSH,Washington,finalized,yes,1.0,2025-07-08 18:13:40.586679+00:00,2025-07-08 18:08:40.827909+00:00,Washington
KXWNBAGAME-25JUL08LVNY-LV,KXWNBAGAME-25JUL08LVNY,Las Vegas,finalized,no,0.0,2025-07-09 02:27:39.587061+00:00,2025-07-09 02:22:39.041195+00:00,New York
KXWNBAGAME-25JUL08LVNY-NY,KXWNBAGAME-25JUL08LVNY,New York,finalized,yes,1.0,2025-07-09 02:27:39.587061+00:00,2025-07-09 02:22:39.041195+00:00,New York
KXWNBAGAME-25JUL09DALCHI-CHI,KXWNBAGAME-25JUL09DALCHI,Chicago,finalized,yes,1.0,2025-07-10 02:33:18.397389+00:00,2025-07-10 02:28:18.139991+00:00,Chicago
KXWNBAGAME-25JUL09DALCHI-DAL,KXWNBAGAME-25JUL09DALCHI,Dallas,finalized,no,0.0,2025-07-10 02:33:18.397389+00:00,2025-07-10 02:28:18.139991+00:00,Chicago
KXWNBAGAME-25JUL09GSIND-GS,KXWNBAGAME-25JUL09GSIND,Golden State,finalized,yes,1.0,2025-07-09 18:11:58.397098+00:00,2025-07-09 18:06:58.409289+00:00,Golden State
KXWNBAGAME-25JUL09GSIND-IND,KXWNBAGAME-25JUL09GSIND,Indiana,finalized,no,0.0,2025-07-09 18:11:58.397098+00:00,2025-07-09 18:06:58.409289+00:00,Golden State
KXWNBAGAME-25JUL09MINPHX-MIN,KXWNBAGAME-25JUL09MINPHX,Minnesota,finalized,no,0.0,2025-07-09 21:43:19.397747+00:00,2025-07-09 21:38:19.179930+00:00,Phoenix
KXWNBAGAME-25JUL09MINPHX-PHX,KXWNBAGAME-25JUL09MINPHX,Phoenix,finalized,yes,1.0,2025-07-09 21:43:19.397747+00:00,2025-07-09 21:38:19.179930+00:00,Phoenix
KXWNBAGAME-25JUL09SEACONN-CONN,KXWNBAGAME-25JUL09SEACONN,Connecticut,finalized,yes,1.0,2025-07-09 17:15:34.395072+00:00,2025-07-09 17:10:34.190024+00:00,Connecticut
KXWNBAGAME-25JUL09SEACONN-SEA,KXWNBAGAME-25JUL09SEACONN,Seattle,finalized,no,0.0,2025-07-09 17:15:34.395072+00:00,2025-07-09 17:10:34.190024+00:00,Connecticut
KXWNBAGAME-25JUL10LVWSH-LV,KXWNBAGAME-25JUL10LVWSH,Las Vegas,finalized,no,0.0,2025-07-11 02:01:33.394982+00:00,2025-07-11 01:56:33.020877+00:00,Washington
KXWNBAGAME-25JUL10LVWSH-WSH,KXWNBAGAME-25JUL10LVWSH,Washington,finalized,yes,1.0,2025-07-11 02:01:33.394982+00:00,2025-07-11 01:56:33.020877+00:00,Washington
KXWNBAGAME-25JUL10MINLA-LA,KXWNBAGAME-25JUL10MINLA,Los Angeles,finalized,no,0.0,2025-07-10 21:11:13.395230+00:00,2025-07-10 21:06:13.391581+00:00,Minnesota
KXWNBAGAME-25JUL10MINLA-MIN,KXWNBAGAME-25JUL10MINLA,Minnesota,finalized,yes,1.0,2025-07-10 21:11:13.395230+00:00,2025-07-10 21:06:13.391581+00:00,Minnesota
KXWNBAGAME-25JUL11ATLIND-ATL,KXWNBAGAME-25JUL11ATLIND,Atlanta,finalized,no,0.0,2025-07-12 01:57:41.395476+00:00,2025-07-12 01:52:41.847379+00:00,Indiana
KXWNBAGAME-25JUL11ATLIND-IND,KXWNBAGAME-25JUL11ATLIND,Indiana,finalized,yes,1.0,2025-07-12 01:57:41.395476+00:00,2025-07-12 01:52:41.847379+00:00,Indiana
KXWNBAGAME-25JUL11CONNSEA-CONN,KXWNBAGAME-25JUL11CONNSEA,Connecticut,finalized,no,0.0,2025-07-12 04:21:30.395149+00:00,2025-07-12 04:16:30.329010+00:00,Seattle
KXWNBAGAME-25JUL11CONNSEA-SEA,KXWNBAGAME-25JUL11CONNSEA,Seattle,finalized,yes,1.0,2025-07-12 04:21:30.395149+00:00,2025-07-12 04:16:30.329010+00:00,Seattle
KXWNBAGAME-25JUL12GSLV-GS,KXWNBAGAME-25JUL12GSLV,Golden State,finalized,no,0.0,2025-07-12 22:47:24.395540+00:00,2025-07-12 22:42:24.535532+00:00,Las Vegas
KXWNBAGAME-25JUL12GSLV-LV,KXWNBAGAME-25JUL12GSLV,Las Vegas,finalized,yes,1.0,2025-07-12 22:47:24.395540+00:00,2025-07-12 22:42:24.535532+00:00,Las Vegas
KXWNBAGAME-25JUL12MINCHI-CHI,KXWNBAGAME-25JUL12MINCHI,Chicago,finalized,yes,1.0,2025-07-12 19:25:32.395132+00:00,2025-07-12 19:20:32.771360+00:00,Chicago
KXWNBAGAME-25JUL12MINCHI-MIN,KXWNBAGAME-25JUL12MINCHI,Minnesota,finalized,no,0.0,2025-07-12 19:25:32.395132+00:00,2025-07-12 19:20:32.771360+00:00,Chicago
KXWNBAGAME-25JUL13ATLNY-ATL,KXWNBAGAME-25JUL13ATLNY,Atlanta,finalized,no,0.0,2025-07-13 21:25:59.395394+00:00,2025-07-13 21:20:59.609831+00:00,New York
KXWNBAGAME-25JUL13ATLNY-NY,KXWNBAGAME-25JUL13ATLNY,New York,finalized,yes,1.0,2025-07-13 21:25:59.395394+00:00,2025-07-13 21:20:59.609831+00:00,New York
KXWNBAGAME-25JUL13CONNLA-CONN,KXWNBAGAME-25JUL13CONNLA,Connecticut,finalized,no,0.0,2025-07-14 00:19:18.395992+00:00,2025-07-14 00:14:18.134015+00:00,Los Angeles
KXWNBAGAME-25JUL13CONNLA-LA,KXWNBAGAME-25JUL13CONNLA,Los Angeles,finalized,yes,1.0,2025-07-14 00:19:18.395992+00:00,2025-07-14 00:14:18.134015+00:00,Los Angeles
KXWNBAGAME-25JUL13DALIND-DAL,KXWNBAGAME-25JUL13DALIND,Dallas,finalized,no,0.0,2025-07-13 19:11:43.795125+00:00,2025-07-13 19:06:43.119577+00:00,Indiana
KXWNBAGAME-25JUL13DALIND-IND,KXWNBAGAME-25JUL13DALIND,Indiana,finalized,yes,1.0,2025-07-13 19:11:43.795125+00:00,2025-07-13 19:06:43.119577+00:00,Indiana
KXWNBAGAME-25JUL13WSHSEA-SEA,KXWNBAGAME-25JUL13WSHSEA,Seattle,finalized,no,0.0,2025-07-14 00:19:18.415300+00:00,2025-07-14 00:14:18.874368+00:00,Washington
KXWNBAGAME-25JUL13WSHSEA-WSH,KXWNBAGAME-25JUL13WSHSEA,Washington,finalized,yes,1.0,2025-07-14 00:19:18.415300+00:00,2025-07-14 00:14:18.874368+00:00,Washington
KXWNBAGAME-25JUL14MINCHI-CHI,KXWNBAGAME-25JUL14MINCHI,Chicago,finalized,no,0.0,2025-07-15 02:08:15.994525+00:00,2025-07-15 02:03:15.302938+00:00,Minnesota
KXWNBAGAME-25JUL14MINCHI-MIN,KXWNBAGAME-25JUL14MINCHI,Minnesota,finalized,yes,1.0,2025-07-15 02:08:15.994525+00:00,2025-07-15 02:03:15.302938+00:00,Minnesota
KXWNBAGAME-25JUL14PHXGS-GS,KXWNBAGAME-25JUL14PHXGS,Golden State,finalized,no,0.0,2025-07-15 04:29:46.994679+00:00,2025-07-15 04:24:46.524133+00:00,Phoenix
KXWNBAGAME-25JUL14PHXGS-PHX,KXWNBAGAME-25JUL14PHXGS,Phoenix,finalized,yes,1.0,2025-07-15 04:29:46.994679+00:00,2025-07-15 04:24:46.524133+00:00,Phoenix
KXWNBAGAME-25JUL15INDCONN-CONN,KXWNBAGAME-25JUL15INDCONN,Connecticut,finalized,no,0.0,2025-07-16 02:23:13.483616+00:00,2025-07-16 02:18:13.078716+00:00,Indiana
KXWNBAGAME-25JUL15INDCONN-IND,KXWNBAGAME-25JUL15INDCONN,Indiana,finalized,yes,1.0,2025-07-16 02:23:13.483616+00:00,2025-07-16 02:18:13.078716+00:00,Indiana
KXWNBAGAME-25JUL15WSHLA-LA,KXWNBAGAME-25JUL15WSHLA,Los Angeles,finalized,yes,1.0,2025-07-16 04:11:38.393296+00:00,2025-07-16 04:06:38.367152+00:00,Los Angeles
KXWNBAGAME-25JUL15WSHLA-WSH,KXWNBAGAME-25JUL15WSHLA,Washington,finalized,no,0.0,2025-07-16 04:11:38.393296+00:00,2025-07-16 04:06:38.367152+00:00,Los Angeles
KXWNBAGAME-25JUL16ATLCHI-ATL,KXWNBAGAME-25JUL16ATLCHI,Atlanta,finalized,yes,1.0,2025-07-16 18:03:46.395459+00:00,2025-07-16 17:58:46.533832+00:00,Atlanta
KXWNBAGAME-25JUL16ATLCHI-CHI,KXWNBAGAME-25JUL16ATLCHI,Chicago,finalized,no,0.0,2025-07-16 18:03:46.395459+00:00,2025-07-16 17:58:46.533832+00:00,Atlanta
KXWNBAGAME-25JUL16GSSEA-GS,KXWNBAGAME-25JUL16GSSEA,Golden State,finalized,no,0.0,2025-07-16 21:29:10.195578+00:00,2025-07-16 21:24:10.589441+00:00,Seattle
KXWNBAGAME-25JUL16GSSEA-SEA,KXWNBAGAME-25JUL16GSSEA,Seattle,finalized,yes,1.0,2025-07-16 21:29:10.195578+00:00,2025-07-16 21:24:10.589441+00:00,Seattle
KXWNBAGAME-25JUL16INDNY-IND,KXWNBAGAME-25JUL16INDNY,Indiana,finalized,no,0.0,2025-07-17 01:35:27.395109+00:00,2025-07-17 01:30:27.306846+00:00,New York
KXWNBAGAME-25JUL16INDNY-NY,KXWNBAGAME-25JUL16INDNY,New York,finalized,yes,1.0,2025-07-17 01:35:27.395109+00:00,2025-07-17 01:30:27.306846+00:00,New York
KXWNBAGAME-25JUL16LVDAL-DAL,KXWNBAGAME-25JUL16LVDAL,Dallas,finalized,no,0.0,2025-07-17 02:15:53.195230+00:00,2025-07-17 02:10:53.753329+00:00,Las Vegas
KXWNBAGAME-25JUL16LVDAL-LV,KXWNBAGAME-25JUL16LVDAL,Las Vegas,finalized,yes,1.0,2025-07-17 02:15:53.195230+00:00,2025-07-17 02:10:53.753329+00:00,Las Vegas
KXWNBAGAME-25JUL16PHXMIN-MIN,KXWNBAGAME-25JUL16PHXMIN,Minnesota,finalized,yes,1.0,2025-07-16 19:10:58.385357+00:00,2025-07-16 19:05:58.166294+00:00,Minnesota
KXWNBAGAME-25JUL16PHXMIN-PHX,KXWNBAGAME-25JUL16PHXMIN,Phoenix,finalized,no,0.0,2025-07-16 19:10:58.385357+00:00,2025-07-16 19:05:58.166294+00:00,Minnesota
KXWNBAGAME-25JUL19COLCLA-CLA,KXWNBAGAME-25JUL19COLCLA,Team Clark,finalized,no,0.0,2025-07-20 02:51:18.402551+00:00,2025-07-20 02:46:18.523208+00:00,Team Collier
KXWNBAGAME-25JUL19COLCLA-COL,KXWNBAGAME-25JUL19COLCLA,Team Collier,finalized,yes,1.0,2025-07-20 02:51:18.402551+00:00,2025-07-20 02:46:18.523208+00:00,Team Collier
KXWNBAGAME-25JUL22ATLLV-ATL,KXWNBAGAME-25JUL22ATLLV,Atlanta,finalized,no,0.0,2025-07-23 04:23:13.589541+00:00,2025-07-23 04:18:13.067951+00:00,Las Vegas
KXWNBAGAME-25JUL22ATLLV-LV,KXWNBAGAME-25JUL22ATLLV,Las Vegas,finalized,yes,1.0,2025-07-23 04:23:13.589541+00:00,2025-07-23 04:18:13.067951+00:00,Las Vegas
KXWNBAGAME-25JUL22CHIMIN-CHI,KXWNBAGAME-25JUL22CHIMIN,Chicago,finalized,no,0.0,2025-07-23 02:13:31.589012+00:00,2025-07-23 02:08:31.402962+00:00,Minnesota
KXWNBAGAME-25JUL22CHIMIN-MIN,KXWNBAGAME-25JUL22CHIMIN,Minnesota,finalized,yes,1.0,2025-07-23 02:13:31.589012+00:00,2025-07-23 02:08:31.402962+00:00,Minnesota
KXWNBAGAME-25JUL22DALSEA-DAL,KXWNBAGAME-25JUL22DALSEA,Dallas,finalized,yes,1.0,2025-07-23 04:11:37.589609+00:00,2025-07-23 04:06:37.880734+00:00,Dallas
KXWNBAGAME-25JUL22DALSEA-SEA,KXWNBAGAME-25JUL22DALSEA,Seattle,finalized,no,0.0,2025-07-23 04:11:37.589609+00:00,2025-07-23 04:06:37.880734+00:00,Dallas
KXWNBAGAME-25JUL22INDNY-IND,KXWNBAGAME-25JUL22INDNY,Indiana,finalized,no,0.0,2025-07-23 02:23:13.598946+00:00,2025-07-23 02:18:13.587507+00:00,New York
KXWNBAGAME-25JUL22INDNY-NY,KXWNBAGAME-25JUL22INDNY,New York,finalized,yes,1.0,2025-07-23 02:23:13.598946+00:00,2025-07-23 02:18:13.587507+00:00,New York
KXWNBAGAME-25JUL22LAWSH-LA,KXWNBAGAME-25JUL22LAWSH,Los Angeles,finalized,yes,1.0,2025-07-23 01:49:14.589045+00:00,2025-07-23 01:44:14.372708+00:00,Los Angeles
KXWNBAGAME-25JUL22LAWSH-WSH,KXWNBAGAME-25JUL22LAWSH,Washington,finalized,no,0.0,2025-07-23 01:49:14.589045+00:00,2025-07-23 01:44:14.372708+00:00,Los Angeles
KXWNBAGAME-25JUL23ATLPHX-ATL,KXWNBAGAME-25JUL23ATLPHX,Atlanta,finalized,yes,1.0,2025-07-24 04:19:11.598734+00:00,2025-07-24 04:14:11.486192+00:00,Atlanta
KXWNBAGAME-25JUL23ATLPHX-PHX,KXWNBAGAME-25JUL23ATLPHX,Phoenix,finalized,no,0.0,2025-07-24 04:19:11.598734+00:00,2025-07-24 04:14:11.486192+00:00,Atlanta
KXWNBAGAME-25JUL24LACONN-CONN,KXWNBAGAME-25JUL24LACONN,Connecticut,finalized,no,0.0,2025-07-25 01:13:38.985489+00:00,2025-07-25 01:08:38.471639+00:00,Los Angeles
