market_ticker,event_ticker,series_ticker,title,yes_sub_title,no_sub_title,status,market_type,open_time,close_time,expected_expiration_time,settlement_ts,rules_primary,rules_secondary,expiration_value,can_close_early,early_close_condition,result,settlement_value_dollars,last_price_dollars,volume_fp,open_interest_fp,custom_strike
KXWNBAGAME-25MAY30ATLSEA-ATL,KXWNBAGAME-25MAY30ATLSEA,KXWNBAGAME,Atlanta vs Seattle Winner?,Atlanta,Atlanta,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 04:24:32.292130+00:00,2025-05-31 05:00:00+00:00,2025-05-31 04:29:32.406584+00:00,"If Atlanta wins the Atlanta vs Seattle professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Atlanta vs Seattle professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,44335.0,16958.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25MAY30ATLSEA-SEA,KXWNBAGAME-25MAY30ATLSEA,KXWNBAGAME,Atlanta vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 04:24:32.292130+00:00,2025-05-31 05:00:00+00:00,2025-05-31 04:29:32.406584+00:00,"If Seattle wins the Atlanta vs Seattle professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Atlanta vs Seattle professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,32291.0,11684.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25MAY30CONNIND-CONN,KXWNBAGAME-25MAY30CONNIND,KXWNBAGAME,Connecticut vs Indiana Winner?,Connecticut,Connecticut,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 01:58:22.944570+00:00,2025-05-31 02:30:00+00:00,2025-05-31 02:03:23.406950+00:00,"If Connecticut wins the Connecticut vs Indiana professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Connecticut vs Indiana professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Connecticut,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,72266.0,36309.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25MAY30CONNIND-IND,KXWNBAGAME-25MAY30CONNIND,KXWNBAGAME,Connecticut vs Indiana Winner?,Indiana,Indiana,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 01:58:22.944570+00:00,2025-05-31 02:30:00+00:00,2025-05-31 02:03:23.406950+00:00,"If Indiana wins the Connecticut vs Indiana professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Connecticut vs Indiana professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Connecticut,True,This market will close and expire after a winner is declared.,no,0.0,0.01,39027.0,21272.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25MAY30LALV-LA,KXWNBAGAME-25MAY30LALV,KXWNBAGAME,Los Angeles vs Las Vegas Winner?,Los Angeles,Los Angeles,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 04:12:35.763279+00:00,2025-05-31 05:00:00+00:00,2025-05-31 04:17:35.406462+00:00,"If Los Angeles wins the Los Angeles vs Las Vegas professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Los Angeles vs Las Vegas professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,55201.0,39613.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25MAY30LALV-LV,KXWNBAGAME-25MAY30LALV,KXWNBAGAME,Los Angeles vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 04:12:35.763279+00:00,2025-05-31 05:00:00+00:00,2025-05-31 04:17:35.406462+00:00,"If Las Vegas wins the Los Angeles vs Las Vegas professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Los Angeles vs Las Vegas professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,27218.0,19301.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25MAY30MINPHX-MIN,KXWNBAGAME-25MAY30MINPHX,KXWNBAGAME,Minnesota vs Phoenix Winner?,Minnesota,Minnesota,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 04:06:33.674560+00:00,2025-05-31 05:00:00+00:00,2025-05-31 04:11:33.407365+00:00,"If Minnesota wins the Minnesota vs Phoenix professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Minnesota vs Phoenix professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,51323.0,22927.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25MAY30MINPHX-PHX,KXWNBAGAME-25MAY30MINPHX,KXWNBAGAME,Minnesota vs Phoenix Winner?,Phoenix,Phoenix,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 04:06:33.674560+00:00,2025-05-31 05:00:00+00:00,2025-05-31 04:11:33.407365+00:00,"If Phoenix wins the Minnesota vs Phoenix professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the Minnesota vs Phoenix professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,45458.0,21622.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25MAY30NYWSH-NY,KXWNBAGAME-25MAY30NYWSH,KXWNBAGAME,New York vs Washington Winner?,New York,New York,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 01:36:29.293094+00:00,2025-05-31 02:30:00+00:00,2025-05-31 01:41:29.407272+00:00,"If New York wins the New York vs Washington professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the New York vs Washington professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",New York,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,19301.0,11730.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25MAY30NYWSH-WSH,KXWNBAGAME-25MAY30NYWSH,KXWNBAGAME,New York vs Washington Winner?,Washington,Washington,finalized,binary,2025-05-29 16:57:00+00:00,2025-05-31 01:36:29.293094+00:00,2025-05-31 02:30:00+00:00,2025-05-31 01:41:29.407272+00:00,"If Washington wins the New York vs Washington professional women's basketball game originally scheduled for May 30, 2025, then the market resolves to Yes.","The following market refers to the New York vs Washington professional women's basketball game originally scheduled for May 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",New York,True,This market will close and expire after a winner is declared.,no,0.0,0.01,24329.0,14584.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25MAY31CHIDAL-CHI,KXWNBAGAME-25MAY31CHIDAL,KXWNBAGAME,Chicago vs Dallas Winner?,Chicago,Chicago,finalized,binary,2025-05-30 12:05:00+00:00,2025-06-01 02:32:36.281045+00:00,2025-06-01 03:00:00+00:00,2025-06-01 02:37:36.356457+00:00,"If Chicago wins the Chicago vs Dallas professional women's basketball game originally scheduled for May 31, 2025, then the market resolves to Yes.","The following market refers to the Chicago vs Dallas professional women's basketball game originally scheduled for May 31, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Chicago,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,36363.0,14636.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25MAY31CHIDAL-DAL,KXWNBAGAME-25MAY31CHIDAL,KXWNBAGAME,Chicago vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-05-30 12:05:00+00:00,2025-06-01 02:32:36.281045+00:00,2025-06-01 03:00:00+00:00,2025-06-01 02:37:36.356457+00:00,"If Dallas wins the Chicago vs Dallas professional women's basketball game originally scheduled for May 31, 2025, then the market resolves to Yes.","The following market refers to the Chicago vs Dallas professional women's basketball game originally scheduled for May 31, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Chicago,True,This market will close and expire after a winner is declared.,no,0.0,0.01,33421.0,17332.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25OCT03PHXLVA-LVA,KXWNBAGAME-25OCT03PHXLVA,KXWNBAGAME,Phoenix vs Las Vegas (Game 1) Winner?,Las Vegas,Las Vegas,finalized,binary,2025-10-01 04:30:00+00:00,2025-10-04 02:38:35.290187+00:00,2025-10-04 03:00:00+00:00,2025-10-04 02:44:02.009938+00:00,"If Las Vegas wins the Phoenix vs Las Vegas (Game 1) professional women's basketball game originally scheduled for Oct 3, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,3374424.0,1775054.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25OCT03PHXLVA-PHX,KXWNBAGAME-25OCT03PHXLVA,KXWNBAGAME,Phoenix vs Las Vegas (Game 1) Winner?,Phoenix,Phoenix,finalized,binary,2025-10-01 04:30:00+00:00,2025-10-04 02:38:35.290187+00:00,2025-10-04 03:00:00+00:00,2025-10-04 02:44:02.009938+00:00,"If Phoenix wins the Phoenix vs Las Vegas (Game 1) professional women's basketball game originally scheduled for Oct 3, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,1990862.0,1017368.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25OCT05PHXLVA-LVA,KXWNBAGAME-25OCT05PHXLVA,KXWNBAGAME,Phoenix vs Las Vegas (Game 2) Winner?,Las Vegas,Las Vegas,finalized,binary,2025-10-04 02:20:00+00:00,2025-10-05 21:16:46.490242+00:00,2025-10-05 22:00:00+00:00,2025-10-05 21:21:46.408166+00:00,"If Las Vegas wins the Phoenix vs Las Vegas (Game 2) professional women's basketball game originally scheduled for Oct 5, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,289494.0,205388.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25OCT05PHXLVA-PHX,KXWNBAGAME-25OCT05PHXLVA,KXWNBAGAME,Phoenix vs Las Vegas (Game 2) Winner?,Phoenix,Phoenix,finalized,binary,2025-10-04 02:20:00+00:00,2025-10-05 21:16:46.490242+00:00,2025-10-05 22:00:00+00:00,2025-10-05 21:21:46.408166+00:00,"If Phoenix wins the Phoenix vs Las Vegas (Game 2) professional women's basketball game originally scheduled for Oct 5, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,433771.0,312246.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25OCT08LVAPHX-LVA,KXWNBAGAME-25OCT08LVAPHX,KXWNBAGAME,Las Vegas vs Phoenix (Game 3) Winner?,Las Vegas,Las Vegas,finalized,binary,2025-10-05 21:15:00+00:00,2025-10-09 02:40:27.594808+00:00,2025-10-09 03:00:00+00:00,2025-10-09 02:45:57.285453+00:00,"If Las Vegas wins the Las Vegas vs Phoenix (Game 3) professional women's basketball game originally scheduled for Oct 8, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,1749463.0,914344.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25OCT08LVAPHX-PHX,KXWNBAGAME-25OCT08LVAPHX,KXWNBAGAME,Las Vegas vs Phoenix (Game 3) Winner?,Phoenix,Phoenix,finalized,binary,2025-10-05 21:15:00+00:00,2025-10-09 02:40:27.594808+00:00,2025-10-09 03:00:00+00:00,2025-10-09 02:45:57.285453+00:00,"If Phoenix wins the Las Vegas vs Phoenix (Game 3) professional women's basketball game originally scheduled for Oct 8, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,1354021.0,597895.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25OCT10LVAPHX-LVA,KXWNBAGAME-25OCT10LVAPHX,KXWNBAGAME,Las Vegas vs Phoenix (Game 4) Winner?,Las Vegas,Las Vegas,finalized,binary,2025-10-09 02:40:00+00:00,2025-10-11 02:32:31.084490+00:00,2025-10-11 03:00:00+00:00,2025-10-11 02:37:31.843363+00:00,"If Las Vegas wins the Las Vegas vs Phoenix (Game 4) professional women's basketball game originally scheduled for Oct 10, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,1455558.0,1032485.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25OCT10LVAPHX-PHX,KXWNBAGAME-25OCT10LVAPHX,KXWNBAGAME,Las Vegas vs Phoenix (Game 4) Winner?,Phoenix,Phoenix,finalized,binary,2025-10-09 02:40:00+00:00,2025-10-11 02:32:31.084490+00:00,2025-10-11 03:00:00+00:00,2025-10-11 02:37:31.843363+00:00,"If Phoenix wins the Las Vegas vs Phoenix (Game 4) professional women's basketball game originally scheduled for Oct 10, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,961451.0,727814.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25SEP01ATLCONN-ATL,KXWNBAGAME-25SEP01ATLCONN,KXWNBAGAME,Atlanta vs Connecticut Winner?,Atlanta,Atlanta,finalized,binary,2025-08-31 12:00:00+00:00,2025-09-01 19:14:27.692666+00:00,2025-09-01 20:00:00+00:00,2025-09-01 19:19:27.495440+00:00,"If Atlanta wins the Atlanta vs Connecticut professional women's basketball game originally scheduled for Sep 1, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,80622.0,32993.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25SEP01ATLCONN-CONN,KXWNBAGAME-25SEP01ATLCONN,KXWNBAGAME,Atlanta vs Connecticut Winner?,Connecticut,Connecticut,finalized,binary,2025-08-31 12:00:00+00:00,2025-09-01 19:14:27.692666+00:00,2025-09-01 20:00:00+00:00,2025-09-01 19:19:27.495440+00:00,"If Connecticut wins the Atlanta vs Connecticut professional women's basketball game originally scheduled for Sep 1, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,126163.0,70036.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25SEP01DALMIN-DAL,KXWNBAGAME-25SEP01DALMIN,KXWNBAGAME,Dallas vs Minnesota Winner?,Dallas,Dallas,finalized,binary,2025-08-31 12:00:00+00:00,2025-09-02 02:09:06.673623+00:00,2025-09-02 03:00:00+00:00,2025-09-02 02:14:07.082372+00:00,"If Dallas wins the Dallas vs Minnesota professional women's basketball game originally scheduled for Sep 1, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,167242.0,131059.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25SEP01DALMIN-MIN,KXWNBAGAME-25SEP01DALMIN,KXWNBAGAME,Dallas vs Minnesota Winner?,Minnesota,Minnesota,finalized,binary,2025-08-31 12:00:00+00:00,2025-09-02 02:09:06.673623+00:00,2025-09-02 03:00:00+00:00,2025-09-02 02:14:07.082372+00:00,"If Minnesota wins the Dallas vs Minnesota professional women's basketball game originally scheduled for Sep 1, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,36070.0,29318.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25SEP01LASEA-LA,KXWNBAGAME-25SEP01LASEA,KXWNBAGAME,Los Angeles vs Seattle Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-31 12:00:00+00:00,2025-09-02 04:09:42.674346+00:00,2025-09-02 05:00:00+00:00,2025-09-02 04:14:43.086494+00:00,"If Los Angeles wins the Los Angeles vs Seattle professional women's basketball game originally scheduled for Sep 1, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,259132.0,129021.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25SEP01LASEA-SEA,KXWNBAGAME-25SEP01LASEA,KXWNBAGAME,Los Angeles vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-08-31 12:00:00+00:00,2025-09-02 04:09:42.674346+00:00,2025-09-02 05:00:00+00:00,2025-09-02 04:14:43.086494+00:00,"If Seattle wins the Los Angeles vs Seattle professional women's basketball game originally scheduled for Sep 1, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,no,0.0,0.01,169129.0,97358.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
