market_ticker,event_ticker,series_ticker,title,yes_sub_title,no_sub_title,status,market_type,open_time,close_time,expected_expiration_time,settlement_ts,rules_primary,rules_secondary,expiration_value,can_close_early,early_close_condition,result,settlement_value_dollars,last_price_dollars,volume_fp,open_interest_fp,custom_strike
KXWNBAGAME-25AUG13ATLSEA-ATL,KXWNBAGAME-25AUG13ATLSEA,KXWNBAGAME,Atlanta vs Seattle Winner?,Atlanta,Atlanta,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 04:24:56.058836+00:00,2025-08-14 05:00:00+00:00,2025-08-14 04:29:56.940583+00:00,"If Atlanta wins the Atlanta vs Seattle professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,114808.0,56928.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG13ATLSEA-SEA,KXWNBAGAME-25AUG13ATLSEA,KXWNBAGAME,Atlanta vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 04:24:56.058836+00:00,2025-08-14 05:00:00+00:00,2025-08-14 04:29:56.940583+00:00,"If Seattle wins the Atlanta vs Seattle professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,85934.0,52104.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG13CHICONN-CHI,KXWNBAGAME-25AUG13CHICONN,KXWNBAGAME,Chicago vs Connecticut Winner?,Chicago,Chicago,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 01:38:07.045679+00:00,2025-08-14 02:00:00+00:00,2025-08-14 01:43:08.150042+00:00,"If Chicago wins the Chicago vs Connecticut professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,no,0.0,0.01,88039.0,60535.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG13CHICONN-CONN,KXWNBAGAME-25AUG13CHICONN,KXWNBAGAME,Chicago vs Connecticut Winner?,Connecticut,Connecticut,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 01:38:07.045679+00:00,2025-08-14 02:00:00+00:00,2025-08-14 01:43:08.150042+00:00,"If Connecticut wins the Chicago vs Connecticut professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,66977.0,41173.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG13GSWSH-GS,KXWNBAGAME-25AUG13GSWSH,KXWNBAGAME,Golden State vs Washington Winner?,Golden State,Golden State,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 01:58:23.702739+00:00,2025-08-14 02:30:00+00:00,2025-08-14 02:03:23.950882+00:00,"If Golden State wins the Golden State vs Washington professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,85324.0,55003.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG13GSWSH-WSH,KXWNBAGAME-25AUG13GSWSH,KXWNBAGAME,Golden State vs Washington Winner?,Washington,Washington,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 01:58:23.702739+00:00,2025-08-14 02:30:00+00:00,2025-08-14 02:03:23.950882+00:00,"If Washington wins the Golden State vs Washington professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,no,0.0,0.01,96204.0,69935.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG13NYLV-LV,KXWNBAGAME-25AUG13NYLV,KXWNBAGAME,New York vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 04:08:00.685279+00:00,2025-08-14 04:30:00+00:00,2025-08-14 04:13:00.940165+00:00,"If Las Vegas wins the New York vs Las Vegas professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,201929.0,77627.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG13NYLV-NY,KXWNBAGAME-25AUG13NYLV,KXWNBAGAME,New York vs Las Vegas Winner?,New York,New York,finalized,binary,2025-08-12 12:00:00+00:00,2025-08-14 04:08:00.685279+00:00,2025-08-14 04:30:00+00:00,2025-08-14 04:13:00.940165+00:00,"If New York wins the New York vs Las Vegas professional women's basketball game originally scheduled for Aug 13, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,221346.0,136735.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG15GSCHI-CHI,KXWNBAGAME-25AUG15GSCHI,KXWNBAGAME,Golden State vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 01:57:08.053026+00:00,2025-08-16 02:30:00+00:00,2025-08-16 02:02:08.217518+00:00,"If Chicago wins the Golden State vs Chicago professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,no,0.0,0.01,91819.0,59994.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG15GSCHI-GS,KXWNBAGAME-25AUG15GSCHI,KXWNBAGAME,Golden State vs Chicago Winner?,Golden State,Golden State,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 01:57:08.053026+00:00,2025-08-16 02:30:00+00:00,2025-08-16 02:02:08.217518+00:00,"If Golden State wins the Golden State vs Chicago professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,75155.0,37745.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG15LADAL-DAL,KXWNBAGAME-25AUG15LADAL,KXWNBAGAME,Los Angeles vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 02:17:47.272312+00:00,2025-08-16 02:30:00+00:00,2025-08-16 02:22:48.217460+00:00,"If Dallas wins the Los Angeles vs Dallas professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,no,0.0,0.01,84797.0,51700.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG15LADAL-LA,KXWNBAGAME-25AUG15LADAL,KXWNBAGAME,Los Angeles vs Dallas Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 02:17:47.272312+00:00,2025-08-16 02:30:00+00:00,2025-08-16 02:22:48.217460+00:00,"If Los Angeles wins the Los Angeles vs Dallas professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,71497.0,32739.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25AUG15LVPHX-LV,KXWNBAGAME-25AUG15LVPHX,KXWNBAGAME,Las Vegas vs Phoenix Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 04:23:27.552483+00:00,2025-08-16 05:00:00+00:00,2025-08-16 04:28:27.217012+00:00,"If Las Vegas wins the Las Vegas vs Phoenix professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,212471.0,96092.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG15LVPHX-PHX,KXWNBAGAME-25AUG15LVPHX,KXWNBAGAME,Las Vegas vs Phoenix Winner?,Phoenix,Phoenix,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 04:23:27.552483+00:00,2025-08-16 05:00:00+00:00,2025-08-16 04:28:27.217012+00:00,"If Phoenix wins the Las Vegas vs Phoenix professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,127006.0,57641.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG15SEAATL-ATL,KXWNBAGAME-25AUG15SEAATL,KXWNBAGAME,Seattle vs Atlanta Winner?,Atlanta,Atlanta,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 04:31:51.761800+00:00,2025-08-16 05:00:00+00:00,2025-08-16 04:36:51.237992+00:00,"If Atlanta wins the Seattle vs Atlanta professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,no,0.0,0.01,187060.0,79143.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG15SEAATL-SEA,KXWNBAGAME-25AUG15SEAATL,KXWNBAGAME,Seattle vs Atlanta Winner?,Seattle,Seattle,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 04:31:51.761800+00:00,2025-08-16 05:00:00+00:00,2025-08-16 04:36:51.237992+00:00,"If Seattle wins the Seattle vs Atlanta professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,186582.0,85831.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG15WSHIND-IND,KXWNBAGAME-25AUG15WSHIND,KXWNBAGAME,Washington vs Indiana Winner?,Indiana,Indiana,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 02:17:45.507937+00:00,2025-08-16 02:30:00+00:00,2025-08-16 02:22:45.216949+00:00,"If Indiana wins the Washington vs Indiana professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Washington,True,This market will close and expire after a winner is declared.,no,0.0,0.01,92863.0,47123.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG15WSHIND-WSH,KXWNBAGAME-25AUG15WSHIND,KXWNBAGAME,Washington vs Indiana Winner?,Washington,Washington,finalized,binary,2025-08-14 12:00:00+00:00,2025-08-16 02:17:45.507937+00:00,2025-08-16 02:30:00+00:00,2025-08-16 02:22:45.216949+00:00,"If Washington wins the Washington vs Indiana professional women's basketball game originally scheduled for Aug 15, 2025, then the market resolves to Yes.",,Washington,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,163168.0,65906.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG16NYMIN-MIN,KXWNBAGAME-25AUG16NYMIN,KXWNBAGAME,New York vs Minnesota Winner?,Minnesota,Minnesota,finalized,binary,2025-08-15 12:00:00+00:00,2025-08-16 20:31:39.672021+00:00,2025-08-16 21:00:00+00:00,2025-08-16 20:36:39.217371+00:00,"If Minnesota wins the New York vs Minnesota professional women's basketball game originally scheduled for Aug 16, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,117609.0,62493.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG16NYMIN-NY,KXWNBAGAME-25AUG16NYMIN,KXWNBAGAME,New York vs Minnesota Winner?,New York,New York,finalized,binary,2025-08-15 12:00:00+00:00,2025-08-16 20:31:39.672021+00:00,2025-08-16 21:00:00+00:00,2025-08-16 20:36:39.217371+00:00,"If New York wins the New York vs Minnesota professional women's basketball game originally scheduled for Aug 16, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,98652.0,65750.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG17ATLGS-ATL,KXWNBAGAME-25AUG17ATLGS,KXWNBAGAME,Atlanta vs Golden State Winner?,Atlanta,Atlanta,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-18 02:48:36.407058+00:00,2025-08-18 03:30:00+00:00,2025-08-18 02:53:36.827343+00:00,"If Atlanta wins the Atlanta vs Golden State professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,96308.0,58916.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG17ATLGS-GS,KXWNBAGAME-25AUG17ATLGS,KXWNBAGAME,Atlanta vs Golden State Winner?,Golden State,Golden State,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-18 02:48:36.407058+00:00,2025-08-18 03:30:00+00:00,2025-08-18 02:53:36.827343+00:00,"If Golden State wins the Atlanta vs Golden State professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,151614.0,114945.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG17DALLV-DAL,KXWNBAGAME-25AUG17DALLV,KXWNBAGAME,Dallas vs Las Vegas Winner?,Dallas,Dallas,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-17 21:42:52.742447+00:00,2025-08-17 22:30:00+00:00,2025-08-17 21:47:52.206961+00:00,"If Dallas wins the Dallas vs Las Vegas professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.03,68754.0,49196.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG17DALLV-LV,KXWNBAGAME-25AUG17DALLV,KXWNBAGAME,Dallas vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-17 21:42:52.742447+00:00,2025-08-17 22:30:00+00:00,2025-08-17 21:47:52.206961+00:00,"If Las Vegas wins the Dallas vs Las Vegas professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,25726.0,17369.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG17INDCONN-CONN,KXWNBAGAME-25AUG17INDCONN,KXWNBAGAME,Indiana vs Connecticut Winner?,Connecticut,Connecticut,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-17 19:58:46.520528+00:00,2025-08-17 20:00:00+00:00,2025-08-17 20:03:46.217072+00:00,"If Connecticut wins the Indiana vs Connecticut professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Indiana,True,This market will close and expire after a winner is declared.,no,0.0,0.01,96830.0,54889.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG17INDCONN-IND,KXWNBAGAME-25AUG17INDCONN,KXWNBAGAME,Indiana vs Connecticut Winner?,Indiana,Indiana,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-17 19:58:46.520528+00:00,2025-08-17 20:00:00+00:00,2025-08-17 20:03:46.217072+00:00,"If Indiana wins the Indiana vs Connecticut professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Indiana,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,153675.0,66242.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG17LAWSH-LA,KXWNBAGAME-25AUG17LAWSH,KXWNBAGAME,Los Angeles vs Washington Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-17 21:14:44.470708+00:00,2025-08-17 22:00:00+00:00,2025-08-17 21:19:44.217256+00:00,"If Los Angeles wins the Los Angeles vs Washington professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Washington,True,This market will close and expire after a winner is declared.,no,0.0,0.01,87158.0,51440.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25AUG17LAWSH-WSH,KXWNBAGAME-25AUG17LAWSH,KXWNBAGAME,Los Angeles vs Washington Winner?,Washington,Washington,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-17 21:14:44.470708+00:00,2025-08-17 22:00:00+00:00,2025-08-17 21:19:44.217256+00:00,"If Washington wins the Los Angeles vs Washington professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Washington,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,72431.0,39771.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG17PHXSEA-PHX,KXWNBAGAME-25AUG17PHXSEA,KXWNBAGAME,Phoenix vs Seattle Winner?,Phoenix,Phoenix,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-18 00:21:44.042495+00:00,2025-08-18 01:00:00+00:00,2025-08-18 01:59:06.017832+00:00,"If Phoenix wins the Phoenix vs Seattle professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,199387.0,104981.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG17PHXSEA-SEA,KXWNBAGAME-25AUG17PHXSEA,KXWNBAGAME,Phoenix vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-08-16 12:00:00+00:00,2025-08-18 00:21:44.042495+00:00,2025-08-18 01:00:00+00:00,2025-08-18 01:59:06.017832+00:00,"If Seattle wins the Phoenix vs Seattle professional women's basketball game originally scheduled for Aug 17, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,173038.0,83211.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG19ATLLV-ATL,KXWNBAGAME-25AUG19ATLLV,KXWNBAGAME,Atlanta vs Las Vegas Winner?,Atlanta,Atlanta,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 04:31:32.634196+00:00,2025-08-20 05:00:00+00:00,2025-08-20 04:36:32.812257+00:00,"If Atlanta wins the Atlanta vs Las Vegas professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,52724.0,35574.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG19ATLLV-LV,KXWNBAGAME-25AUG19ATLLV,KXWNBAGAME,Atlanta vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 04:31:32.634196+00:00,2025-08-20 05:00:00+00:00,2025-08-20 04:36:32.812257+00:00,"If Las Vegas wins the Atlanta vs Las Vegas professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,76051.0,41383.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG19CONNWSH-CONN,KXWNBAGAME-25AUG19CONNWSH,KXWNBAGAME,Connecticut vs Washington Winner?,Connecticut,Connecticut,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 01:59:07.335065+00:00,2025-08-20 02:30:00+00:00,2025-08-20 02:04:07.812282+00:00,"If Connecticut wins the Connecticut vs Washington professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,69302.0,32401.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG19CONNWSH-WSH,KXWNBAGAME-25AUG19CONNWSH,KXWNBAGAME,Connecticut vs Washington Winner?,Washington,Washington,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 01:59:07.335065+00:00,2025-08-20 02:30:00+00:00,2025-08-20 02:04:07.812282+00:00,"If Washington wins the Connecticut vs Washington professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Connecticut,True,This market will close and expire after a winner is declared.,no,0.0,0.01,79178.0,41805.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG19MINNY-MIN,KXWNBAGAME-25AUG19MINNY,KXWNBAGAME,Minnesota vs New York Winner?,Minnesota,Minnesota,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 01:42:33.569425+00:00,2025-08-20 02:00:00+00:00,2025-08-20 01:47:33.812268+00:00,"If Minnesota wins the Minnesota vs New York professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,no,0.0,0.01,149461.0,87053.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG19MINNY-NY,KXWNBAGAME-25AUG19MINNY,KXWNBAGAME,Minnesota vs New York Winner?,New York,New York,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 01:42:33.569425+00:00,2025-08-20 02:00:00+00:00,2025-08-20 01:47:33.812268+00:00,"If New York wins the Minnesota vs New York professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,109190.0,62099.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG19PHXGS-GS,KXWNBAGAME-25AUG19PHXGS,KXWNBAGAME,Phoenix vs Golden State Winner?,Golden State,Golden State,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 04:20:55.441893+00:00,2025-08-20 05:00:00+00:00,2025-08-20 04:25:55.811749+00:00,"If Golden State wins the Phoenix vs Golden State professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.04,155349.0,98723.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG19PHXGS-PHX,KXWNBAGAME-25AUG19PHXGS,KXWNBAGAME,Phoenix vs Golden State Winner?,Phoenix,Phoenix,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 04:20:55.441893+00:00,2025-08-20 05:00:00+00:00,2025-08-20 04:25:55.811749+00:00,"If Phoenix wins the Phoenix vs Golden State professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,122158.0,80420.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG19SEACHI-CHI,KXWNBAGAME-25AUG19SEACHI,KXWNBAGAME,Seattle vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 02:33:30.347494+00:00,2025-08-20 03:00:00+00:00,2025-08-20 02:38:30.822220+00:00,"If Chicago wins the Seattle vs Chicago professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,no,0.0,0.01,64656.0,50143.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG19SEACHI-SEA,KXWNBAGAME-25AUG19SEACHI,KXWNBAGAME,Seattle vs Chicago Winner?,Seattle,Seattle,finalized,binary,2025-08-18 12:00:00+00:00,2025-08-20 02:33:30.347494+00:00,2025-08-20 03:00:00+00:00,2025-08-20 02:38:30.822220+00:00,"If Seattle wins the Seattle vs Chicago professional women's basketball game originally scheduled for Aug 19, 2025, then the market resolves to Yes.",,Seattle,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,39368.0,30824.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG20DALLA-DAL,KXWNBAGAME-25AUG20DALLA,KXWNBAGAME,Dallas vs Los Angeles Winner?,Dallas,Dallas,finalized,binary,2025-08-19 12:00:00+00:00,2025-08-21 04:15:11.766094+00:00,2025-08-21 05:00:00+00:00,2025-08-21 04:20:11.821062+00:00,"If Dallas wins the Dallas vs Los Angeles professional women's basketball game originally scheduled for Aug 20, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,no,0.0,0.01,139785.0,91697.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG20DALLA-LA,KXWNBAGAME-25AUG20DALLA,KXWNBAGAME,Dallas vs Los Angeles Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-19 12:00:00+00:00,2025-08-21 04:15:11.766094+00:00,2025-08-21 05:00:00+00:00,2025-08-21 04:20:11.821062+00:00,"If Los Angeles wins the Dallas vs Los Angeles professional women's basketball game originally scheduled for Aug 20, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,133489.0,80129.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25AUG21CHINY-CHI,KXWNBAGAME-25AUG21CHINY,KXWNBAGAME,Chicago vs New York Winner?,Chicago,Chicago,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 01:17:22.863988+00:00,2025-08-22 02:00:00+00:00,2025-08-22 01:22:23.103486+00:00,"If Chicago wins the Chicago vs New York professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Chicago,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,294342.0,138621.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG21CHINY-NY,KXWNBAGAME-25AUG21CHINY,KXWNBAGAME,Chicago vs New York Winner?,New York,New York,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 01:17:22.863988+00:00,2025-08-22 02:00:00+00:00,2025-08-22 01:22:23.103486+00:00,"If New York wins the Chicago vs New York professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Chicago,True,This market will close and expire after a winner is declared.,no,0.0,0.01,100830.0,53801.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG21MINATL-ATL,KXWNBAGAME-25AUG21MINATL,KXWNBAGAME,Minnesota vs Atlanta Winner?,Atlanta,Atlanta,finalized,binary,2025-08-20 12:00:00+00:00,2025-08-22 01:53:05.871033+00:00,2025-08-22 02:30:00+00:00,2025-08-22 01:58:05.094436+00:00,"If Atlanta wins the Minnesota vs Atlanta professional women's basketball game originally scheduled for Aug 21, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,127239.0,62338.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
